,last_date,symbol_id,ticker
0,2020-10-01,356,HDFCBANK
1,2020-10-01,884,TCS
2,2020-10-01,509,KOTAKBANK
3,2020-10-01,433,INFY
4,2020-10-01,354,HDFC
5,2020-10-01,739,RELIANCE
6,2020-10-01,377,HINDUNILVR
