date,open,high,low,close,volume
2016-04-11,505.0,506.25,497.75,502.6,82824086
2016-04-12,503.0,509.0,501.0,503.0,68705347
2016-04-13,507.0,514.75,504.0,511.75,101113074
2016-04-18,514.0,525.45,507.3,524.15,97379576
2016-04-20,526.5,530.5,520.3,527.25,113758722
2016-04-21,532.3,533.8,526.85,531.95,219738616
2016-04-22,530.0,536.5,527.2,531.5,72270536
2016-04-25,531.8,534.0,523.8,525.9,39553460
2016-04-26,525.5,542.05,524.2,540.35,71304805
2016-04-27,539.75,544.5,534.85,538.5,73385349
2016-04-28,538.0,544.75,525.95,527.05,176096428
2016-04-29,533.9,538.0,528.05,537.0,44539126
2016-05-02,538.0,544.45,535.2,538.3,158591909
2016-05-03,537.0,547.0,527.0,536.3,75294055
2016-05-04,535.0,541.0,530.0,533.35,40336170
2016-05-05,533.15,543.85,533.15,541.2,48297403
2016-05-06,543.0,543.0,535.1,536.75,26152333
2016-05-09,541.45,541.45,533.4,536.6,33399804
2016-05-10,536.9,539.7,532.8,536.9,29169008
2016-05-11,533.9,539.4,530.8,535.85,26223969
2016-05-12,536.0,542.65,534.5,534.7,133675255
2016-05-13,534.5,538.55,529.3,531.25,33977046
2016-05-16,533.7,533.7,522.0,523.45,42462352
2016-05-17,523.5,528.9,523.0,524.65,34035858
2016-05-18,524.0,526.45,520.5,524.3,35626216
2016-05-19,527.5,527.5,510.95,512.6,52149500
2016-05-20,514.95,515.55,501.7,507.25,82747190
2016-05-23,510.0,510.0,495.05,497.4,101009225
2016-05-24,500.85,504.95,492.35,494.9,120301307
2016-05-25,479.0,480.1,458.25,470.3,574413997
2016-05-26,472.0,473.1,466.1,467.6,164952908
2016-05-27,471.95,478.35,469.55,473.65,141135854
2016-05-30,475.05,478.45,470.1,473.65,91432432
2016-05-31,478.0,478.85,471.05,472.4,80702129
2016-06-01,476.7,476.7,464.0,465.35,125486611
2016-06-02,464.5,470.45,459.5,469.25,95088720
2016-06-03,472.0,473.8,462.5,465.1,79264723
2016-06-06,469.5,471.8,465.8,467.65,82924432
2016-06-07,467.9,472.0,467.1,468.75,51447850
2016-06-08,471.9,474.6,468.6,472.75,70903265
2016-06-09,474.0,482.5,469.5,479.9,110307004
2016-06-10,475.8,486.5,475.0,476.25,115250623
2016-06-13,476.0,479.8,465.2,469.2,86739579
2016-06-14,469.2,483.0,469.2,482.2,78037401
2016-06-15,485.05,492.0,483.65,489.35,116840257
2016-06-16,488.15,489.5,479.1,485.1,71083991
2016-06-17,487.0,490.25,483.7,485.55,49838495
2016-06-20,486.0,490.3,484.25,486.65,62956565
2016-06-21,488.55,489.7,480.75,482.85,42749554
2016-06-22,483.05,486.7,480.3,483.5,176854336
2016-06-23,483.65,483.65,474.95,476.1,259461708
2016-06-24,470.0,477.9,460.0,476.5,246255270
2016-06-27,479.9,491.4,474.0,489.0,93262094
2016-06-28,491.0,498.8,486.8,496.85,126998579
2016-06-29,499.0,504.9,496.5,501.3,63289493
2016-06-30,505.15,506.8,499.7,501.45,87375724
2016-07-01,502.9,509.8,499.8,507.9,57346231
2016-07-04,510.5,513.2,507.9,509.25,51306111
2016-07-05,511.0,511.0,502.9,506.55,31583529
2016-07-07,507.0,516.15,504.4,513.25,95207328
2016-07-08,518.0,522.0,513.15,519.75,72686243
2016-07-11,525.0,527.75,519.75,521.35,70174733
2016-07-12,522.55,522.55,515.0,516.2,138889319
2016-07-13,516.0,519.0,511.35,515.25,82707329
2016-07-14,518.0,518.0,507.4,510.9,68494347
2016-07-15,515.0,518.7,511.0,516.15,51579742
2016-07-18,516.15,517.45,506.3,508.1,44693920
2016-07-19,509.0,510.65,501.1,505.7,56235558
2016-07-20,507.9,519.15,506.0,517.8,118013421
2016-07-21,522.0,526.95,513.2,515.4,123593581
2016-07-22,519.45,522.3,512.85,519.7,63020619
2016-07-25,515.0,527.0,513.4,524.6,211279961
2016-07-26,526.0,529.9,521.5,523.05,117604682
2016-07-27,523.0,528.8,517.75,523.5,76357370
2016-07-28,524.0,527.9,519.0,520.5,49415225
2016-07-29,525.5,536.45,520.75,528.15,129628694
2016-08-01,528.15,535.4,520.8,525.1,75607724
2016-08-02,529.0,529.45,516.9,518.6,53219708
2016-08-03,519.0,535.0,515.7,529.4,98920905
2016-08-04,533.9,535.0,522.1,526.2,56803686
2016-08-05,532.0,533.4,527.15,532.1,43110190
2016-08-08,537.95,541.1,532.1,535.0,59410928
2016-08-09,537.95,540.5,530.0,532.65,71986305
2016-08-10,533.6,534.0,519.3,522.1,59605140
2016-08-11,521.95,526.05,518.1,523.25,52685521
2016-08-12,524.0,526.35,512.1,516.65,144529853
2016-08-16,510.0,557.4,509.0,553.55,511408984
2016-08-17,548.25,563.4,546.0,549.95,497952675
2016-08-18,551.0,557.0,547.6,551.6,87175330
2016-08-19,554.0,560.0,552.5,555.55,55555537
2016-08-22,556.0,565.2,552.6,557.45,86643715
2016-08-23,556.0,557.4,552.0,554.95,25443718
2016-08-24,558.9,570.5,554.1,565.9,226923911
2016-08-25,569.3,574.8,560.0,563.05,73431563
2016-08-26,567.0,571.75,562.85,567.45,150754121
2016-08-29,568.0,569.95,563.0,567.2,33649134
2016-08-30,571.0,581.0,567.95,576.6,86935635
2016-08-31,580.05,586.5,569.95,572.6,123466640
2016-09-01,573.0,580.0,571.0,577.55,54667445
2016-09-02,581.0,581.15,572.0,577.8,92590555
2016-09-06,581.15,586.35,576.05,578.15,102799298
2016-09-07,579.0,585.0,575.45,580.75,67248519
