,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
62254,1749249,6833,1018GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62255,1745665,6819,1025GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62256,1744385,6814,116GS2020-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62257,5009665,19569,182D031220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62258,5710337,22306,182D040221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62259,5745665,22444,182D040321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62260,5076993,19832,182D061120-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62261,5116929,19988,182D070121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62262,5032961,19660,182D081020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62263,5077761,19835,182D101220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62264,5716225,22329,182D110221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62265,1281,5,182D110321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62266,5119233,19997,182D121120-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62267,5122817,20011,182D140121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62268,5080321,19845,182D151020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62269,5078785,19839,182D171220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62270,5730049,22383,182D180221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62271,25857,101,182D180321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62272,5120001,20000,182D191120-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62273,5123585,20014,182D210121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62274,5116161,19985,182D221020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62275,5115137,19981,182D241220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62276,5734657,22401,182D250221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62277,5081089,19848,182D261120-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62278,5698561,22260,182D280121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62279,5115649,19983,182D290920-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62280,5066241,19790,182D291020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62281,5120769,20003,182D311220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62282,4331777,16921,20MICRONS,20 MICRONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
62283,1025,4,21STCENMGM,21ST CENTURY MGMT SERVICE,0.0,,0.0,0.05,1,EQ,NSE,NSE
62284,5121025,20004,364D010721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62285,4973825,19429,364D011020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62286,5745921,22445,364D020921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62287,5009921,19570,364D030621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62288,5122305,20009,364D031220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62289,5037569,19678,364D040221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62290,5080065,19844,364D040321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62291,5710593,22307,364D050821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62292,5009153,19567,364D051120-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62293,5033473,19662,364D070121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62294,5077249,19833,364D070521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62295,5033217,19661,364D080421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62296,5117185,19989,364D080721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62297,5045505,19709,364D081020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62298,1537,6,364D090921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62299,5078017,19836,364D100621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62300,5079553,19842,364D101220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62301,5121537,20006,364D110221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62302,5122049,20008,364D110321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62303,5716481,22330,364D120821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62304,5046273,19712,364D121120-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62305,5119489,19998,364D130521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62306,5013505,19584,364D140121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62307,5080577,19846,364D150421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62308,5123073,20012,364D150721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62309,5045249,19708,364D151020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62310,26113,102,364D160921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62311,5079041,19840,364D170621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62312,5047809,19718,364D171220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62313,5114625,19979,364D180221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62314,5010945,19574,364D180321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62315,5730305,22384,364D190821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62316,5045761,19710,364D191120-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62317,5120257,20001,364D200521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62318,5038081,19680,364D210121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62319,5116417,19986,364D220421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62320,5123841,20015,364D220721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62321,5010433,19572,364D221020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62322,5115393,19982,364D240621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62323,5011713,19577,364D241220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62324,5065729,19788,364D250221-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62325,5011457,19576,364D250321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62326,5734913,22402,364D260821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62327,5078273,19837,364D261120-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62328,5093633,19897,364D270521-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62329,5006081,19555,364D280121-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62330,5066497,19791,364D290421-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62331,5702145,22274,364D290721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62332,5046017,19711,364D291020-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62333,5115905,19984,364D300321-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62334,5079297,19841,364D311220-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62335,3014145,11774,3IINFOTECH,3I INFOTECH.,0.0,,0.0,0.05,1,EQ,NSE,NSE
62336,121345,474,3MINDIA,3M INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
62337,664321,2595,3PLAND,3P LAND HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
62338,1438977,5621,3RDROCK-IT,,0.0,,0.0,0.05,5200,EQ,NSE,NSE
62339,5614337,21931,439MH23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62340,5616129,21938,445MH22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62341,5637377,22021,449RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62342,5387521,21045,44HR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62343,5431041,21215,452BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62344,5659649,22108,452TN22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62345,5700609,22268,454BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62346,5615361,21935,454MH22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62347,5701377,22271,454RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62348,5657857,22101,454TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62349,5617921,21945,463MH23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62350,5666049,22133,463TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62351,5541889,21648,468HR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62352,5540097,21641,475HR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62353,5617409,21943,476MH23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62354,5646849,22058,489RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62355,5728257,22376,493BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62356,5659137,22106,499TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62357,5611009,21918,503KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62358,5736705,22409,505KL23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62359,5701121,22270,505RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62360,2049,8,507PY23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62361,2817,11,509CG23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62362,4728065,18469,509GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62363,5605889,21898,509KL23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62364,5736449,22408,509TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62365,5736193,22407,51BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62366,4857857,18976,522GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62367,5643521,22045,538RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62368,5718785,22339,539RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62369,5716737,22331,540CG24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62370,5717505,22334,541AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62371,5308417,20736,544AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62372,5606401,21900,544KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62373,5661697,22116,544TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62374,5191937,20281,545AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62375,5637633,22022,545RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62376,5659905,22109,546TN24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62377,5645057,22051,547RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62378,5708801,22300,549RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62379,5746177,22446,552AP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62380,5610753,21917,553KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62381,5625345,21974,554MP21-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62382,5632769,22003,562OR21-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62383,5608193,21907,565KL24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62384,5645313,22052,565RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62385,5542145,21649,56HR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62386,3073,12,56MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62387,5624065,21969,573MP21-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62388,5613569,21928,575KA25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62389,5646081,22055,575RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62390,5658881,22105,575TN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62391,5661953,22117,576TN24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62392,5706753,22292,577GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62393,5606913,21902,577KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62394,5634049,22008,578OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62395,4827393,18857,579GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62396,16129,63,57BR24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62397,5613313,21927,57KA26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62398,20481,80,57MH24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62399,5681409,22193,582TS24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62400,1759233,6872,587GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62401,5298433,20697,589AP25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62402,5735425,22404,589RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62403,5643777,22046,58RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62404,5609217,21911,591KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62405,5632257,22001,593OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62406,5662977,22121,595TN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62407,1758977,6871,597GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62408,5679105,22184,59TS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62409,115457,451,5PAISA-BE,5PAISA CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
62410,1757697,6866,601GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62411,5633025,22004,601OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62412,5649665,22069,603RJ25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62413,5735169,22403,604KL25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62414,15873,62,605AS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62415,5614081,21930,609KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62416,5623809,21968,609MP22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62417,5613825,21929,612KA27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62418,1758209,6868,613GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62419,5644033,22047,616RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62420,2827265,11044,617GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62421,1758721,6870,617GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62422,5681665,22194,617TS25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62423,3648257,14251,618GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62424,4857089,18973,619GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62425,5384449,21033,61KA21-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62426,5624321,21970,620MP23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62427,5539841,21640,624HR26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62428,5618433,21947,624MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62429,5679873,22187,624TS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62430,5605377,21896,625RJ22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62431,5633793,22007,628OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62432,5411841,21140,629HP26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62433,5701633,22272,62RJ27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62434,5644545,22049,630RJ23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62435,5709313,22302,632KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62436,5666561,22135,633TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62437,5266433,20572,635AP27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62438,5389313,21052,635BR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62439,5700353,22267,636HP28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62440,5541633,21647,639AP26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62441,1757953,6867,63GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62442,3038209,11868,63MOONS,63 MOONS TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
62443,5386241,21040,641GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62444,5658369,22103,641TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62445,5611265,21919,642MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62446,5708289,22298,642PN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62447,5747457,22451,643UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62448,5273857,20601,644GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62449,5718273,22337,644GJ29A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62450,5719553,22342,644MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62451,5699073,22262,644UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62452,5746689,22448,645GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62453,3448833,13472,645GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62454,5746945,22449,645ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62455,5709057,22301,645MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62456,5709569,22303,646JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62457,5719041,22340,646RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62458,5747201,22450,646RJ30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62459,5700865,22269,646WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62460,5484033,21422,647GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62461,5356033,20922,648AP27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62462,5385985,21039,648AP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62463,5708545,22299,648HR40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62464,5717761,22335,648KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62465,5699585,22264,649AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62466,5475841,21390,649KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62467,5718017,22336,649KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62468,5719809,22343,649MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62469,5629441,21990,649MP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62470,5643009,22043,649RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62471,5666817,22136,649TN50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62472,5699329,22263,649TS50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62473,5707777,22296,64GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62474,5699841,22265,64KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62475,5747713,22452,64KA30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62476,5700097,22266,64KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62477,5560321,21720,650PN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62478,5483265,21419,651KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62479,5634305,22009,652ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62480,5618945,21949,652MP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62481,5630209,21993,652NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62482,5709825,22304,652TS50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62483,5356289,20923,654AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62484,5355777,20921,654GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62485,5431297,21216,654GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62486,5614593,21932,654MH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62487,5708033,22297,654MP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62488,5647105,22059,654RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62489,5676289,22173,654WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62490,5516545,21549,655AP28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62491,5707265,22294,655AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62492,5287169,20653,655AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62493,5746433,22447,655AS30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62494,5606657,21901,655KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62495,5652225,22079,655RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62496,5637889,22023,655RJ50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62497,5640449,22033,655RJ55-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62498,5661185,22114,655TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62499,5677569,22178,655WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62500,5290497,20666,656AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62501,3585,14,656KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62502,5611777,21921,656MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62503,5436161,21235,657AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62504,5191425,20279,657GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62505,1841665,7194,657GS2033-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62506,5615617,21936,657MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62507,5625601,21975,657MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62508,5635585,22014,657MZ35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62509,5646337,22056,657RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62510,5191681,20280,658AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62511,5273089,20598,658GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62512,5677825,22179,658JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62513,5193729,20288,658KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62514,5618689,21948,658MP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62515,5631745,21999,658OR22-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62516,5644801,22050,658RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62517,5650689,22073,659RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62518,5287425,20654,65AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62519,5707521,22295,65AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62520,5698817,22261,65GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62521,5726465,22369,65GA30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62522,5726209,22368,65KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62523,5608705,21909,65KL27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62524,5633281,22005,65OR23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62525,5727233,22372,65RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62526,5707009,22293,65RJ50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62527,5727745,22374,65TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62528,5652737,22081,65UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62529,5676545,22174,65WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62530,5716993,22332,660AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62531,5717249,22333,660AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62532,5681921,22195,660TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62533,5748225,22454,661KA35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62534,5718529,22338,661MP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62535,1841409,7193,662GS2051-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
62536,5678081,22180,662JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62537,5719297,22341,662WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62538,16641,65,663GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62539,5736961,22410,663KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62540,5608961,21910,663KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62541,5658113,22102,663TN55-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62542,5726721,22370,664KA32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62543,5624577,21971,664MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62544,5651201,22075,664RJ24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62545,5737473,22412,664RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62546,5665281,22130,664TN23-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62547,5678849,22183,664TS50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62548,5377,21,664UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62549,5735937,22406,665GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62550,18433,72,665KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62551,5559297,21716,665PN50-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62552,5677057,22176,665WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
62553,5737729,22413,666TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
