date,open,high,low,close,volume,candle_1_level,candle_1_pattern_name,candle_2_level,candle_2_pattern_name,candle_3_level,candle_3_pattern_name,level_level,level_nearest_support_atr_range,level_nearest_support_duration,level_nearest_support_range,level_support,level_nearest_resistance_atr_range,level_nearest_resistance_duration,level_nearest_resistance_range,level_resistance,anomaly_bear,anomaly_body_size,anomaly_body_size_dev,anomaly_body_size_ema,anomaly_bull,anomaly_gap,anomaly_gap_dev,anomaly_gap_ema,anomaly_gap_signal,anomaly_vol_anomaly,anomaly_vol_anomaly_2,anomaly_vol_dev,anomaly_vol_ema,anomaly_wick_bear,anomaly_wick_bear_dev,anomaly_wick_bear_ema,anomaly_wick_bear_signal,anomaly_wick_bull,anomaly_wick_bull_dev,anomaly_wick_bull_ema,anomaly_wick_bull_signal
2018-01-02,170.16,172.3,169.26,172.26,25555934,10.0,long,0.0,,0.0,,0.0,2.131653420609184,61.0,"[165.28, 169.48]","[[165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.6726939073233996,13.0,"[174.35, 173.25]","[[174.35, 173.25, '2017-12-20 00:00:00', False], [176.02, 175.01, '2017-12-21 00:00:00', True], [177.2, 176.42, '2017-12-18 00:00:00', True]]",0.0,2.0999999999999943,1.2678304166806924,0.9259951646092026,1.0,0.9300000000000068,0.00898644695767892,0.9217170387215468,0.00898644695767892,1.2049582289826595,0.0,0.04959037649738564,24348483.534389243,0.9000000000000057,0.7604265332318778,0.5112397382171588,0.7604265332318778,0.040000000000020464,-0.9015774832128788,0.4064110663471121,0.0
2018-01-03,172.53,174.55,171.96,172.23,29495399,5.0,DOJI_SPINOFF,0.0,,0.0,,0.0,2.0643197901704493,62.0,"[165.28, 169.48]","[[165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.6682437258902378,14.0,"[174.35, 173.25]","[[174.35, 173.25, '2017-12-20 00:00:00', False], [176.02, 175.01, '2017-12-21 00:00:00', True], [177.2, 176.42, '2017-12-18 00:00:00', True]]",1.0,0.30000000000001137,0.6306227809772814,0.8121778619529859,0.0,0.27000000000001023,-0.6638542604600625,0.8032230316812673,0.0,0.5255921886046421,0.0,0.16655058386865218,25284286.34631847,0.2699999999999818,-0.42230909735042027,0.46737796763221756,0.0,2.0200000000000102,1.886576660941903,0.6997908724658208,1.886576660941903
2018-01-04,172.54,173.47,172.08,173.03,22434597,0.0,,0.0,,0.0,,0.0,2.618706488109434,63.0,"[165.28, 169.48]","[[165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.3568856629812901,15.0,"[174.35, 173.25]","[[174.35, 173.25, '2017-12-20 00:00:00', False], [176.02, 175.01, '2017-12-21 00:00:00', True], [177.2, 176.42, '2017-12-18 00:00:00', True]]",0.0,0.4900000000000091,0.3497877451970757,0.7536000688706265,1.0,0.3100000000000023,-0.565550154799871,0.7135461168301281,0.0,0.3168576306868359,0.0,0.09414313383588215,24766161.0106242,0.45999999999997954,-0.012952888295426018,0.4660365189718106,0.0,0.4399999999999977,-0.32572854059205597,0.6525561683811257,0.0
2018-01-05,173.44,175.37,173.05,175.0,23660018,0.0,,0.0,,0.0,,0.0,3.4730404115997615,64.0,"[165.28, 169.48]","[[165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.23472648451100114,15.0,"[176.02, 175.01]","[[176.02, 175.01, '2017-12-21 00:00:00', True], [177.2, 176.42, '2017-12-18 00:00:00', True]]",0.0,1.5600000000000023,0.732913124684794,0.9002182381668766,1.0,0.4099999999999966,-0.377236550284612,0.6583559137701042,0.0,0.7059111171210839,0.0,0.03684203032292933,24565044.09960162,0.38999999999998636,-0.1375720657082661,0.45221169734056976,0.0,0.37000000000000455,-0.38454610532177697,0.6011823195845583,0.0
2018-01-08,174.35,175.61,173.93,174.35,20567766,1.0,DOJI,-2.0,BEARISH HARAMI CROSS,0.0,,0.0,3.3329597116936474,67.0,"[165.28, 169.48]","[[165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.557087240189824,18.0,"[176.02, 175.01]","[[176.02, 175.01, '2017-12-21 00:00:00', True], [177.2, 176.42, '2017-12-18 00:00:00', True]]",0.0,0.0,1.0,0.7365421948638081,0.0,-0.6500000000000057,-0.010408457949224447,0.6568366567209953,-0.0,0.862804608892885,0.0,0.137195391107115,23838266.263310418,0.4199999999999875,-0.05904498351087866,0.4463550250968275,0.0,1.2600000000000193,0.7476519509901919,0.7209673523873694,0.7476519509901919
2018-01-09,174.55,175.06,173.41,174.33,21583997,5.0,DOJI_SPINOFF,0.0,,0.0,,0.0,3.4698169274773143,68.0,"[165.28, 169.48]","[[165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.5916162674907218,19.0,"[176.02, 175.01]","[[176.02, 175.01, '2017-12-21 00:00:00', True], [177.2, 176.42, '2017-12-18 00:00:00', True]]",1.0,0.21999999999999886,0.6576543831138332,0.6426254321612973,0.0,0.20000000000001705,-0.6514315813755305,0.5737754464080902,0.0,0.6058805024072504,0.0,0.07872505990372325,23428399.124526702,0.9200000000000159,0.727789429879289,0.5324722932610435,0.727789429879289,0.5099999999999909,-0.25286728873432107,0.6826096519533006,0.0
2018-01-10,173.16,174.3,173.0,174.29,23959895,0.0,,0.0,,0.0,,0.0,3.698371294478719,69.0,"[165.28, 169.48]","[[165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.4790220417595504,20.0,"[176.02, 174.35]","[[176.02, 174.35, '2017-12-21 00:00:00', True], [177.2, 176.42, '2017-12-18 00:00:00', True]]",0.0,1.1299999999999955,0.5453224124127017,0.7312389899501515,1.0,-1.170000000000016,0.7150900834996547,0.6821799106975313,-0.7150900834996547,0.5352421277440952,0.0,0.018484999771067104,23525034.73824912,0.1599999999999966,-0.6557289295534323,0.46475005812267134,0.0,0.010000000000019327,-0.9821529594589034,0.560316987961795,0.0
2018-01-11,174.59,175.4886,174.49,175.28,18667729,0.0,,0.0,,0.0,,1.0,4.554805229454422,70.0,"[165.28, 169.48]","[[165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.054772974278248676,21.0,"[176.02, 174.35]","[[176.02, 174.35, '2017-12-21 00:00:00', True], [177.2, 176.42, '2017-12-18 00:00:00', True]]",0.0,0.6899999999999977,0.04662025802149987,0.7237409917773961,1.0,0.30000000000001137,-0.5103580923648225,0.612692654207073,0.0,0.03843735705324781,0.0,0.17552242985181146,22641888.240385644,0.09999999999999432,-0.7490160587053274,0.39843186573673,0.0,0.2085999999999899,-0.5797476607769829,0.49636844469601216,0.0
2018-01-12,176.18,177.36,175.65,177.09,24203080,0.0,,0.0,,3.0,BULLISH Three White Soldiers,1.0,1.0562527443505867,22.0,"[174.35, 176.02]","[[174.35, 176.02, '2017-12-21 00:00:00', False], [173.0, 173.16, '2018-01-10 00:00:00', True], [165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.15524974720113666,25.0,"[177.2, 176.42]","[[177.2, 176.42, '2017-12-18 00:00:00', True]]",0.0,0.9099999999999966,0.20115162827913088,0.7576062659996872,1.0,0.9000000000000057,0.3535252155973428,0.6649303534421517,0.3535252155973428,0.18994419299307125,0.0,0.055716353787141605,22925741.287588254,0.5300000000000011,0.2548734529008726,0.42235334469368835,0.2548734529008726,0.27000000000001023,-0.40686787119942414,0.45521054566037544,0.0
2018-01-16,177.9,179.39,176.14,176.19,29531947,0.0,,-4.0,BEARISH (Dark Cloud Cover),0.0,,0.0,0.48020951746951657,26.0,"[174.35, 176.02]","[[174.35, 176.02, '2017-12-21 00:00:00', False], [173.0, 173.16, '2018-01-10 00:00:00', True], [165.28, 169.48, '2017-11-02 00:00:00', True], [164.8, 164.94, '2017-09-01 00:00:00', False], [162.61, 163.96, '2017-09-12 00:00:00', False], [159.88, 160.97, '2017-09-15 00:00:00', False], [155.02, 156.41, '2017-10-19 00:00:00', True], [154.23, 154.7189, '2017-09-27 00:00:00', False], [152.0, 153.48, '2017-09-29 00:00:00', True], [147.3, 150.56, '2017-07-21 00:00:00', True]]",0.29624865754338686,29.0,"[177.2, 176.42]","[[177.2, 176.42, '2017-12-18 00:00:00', True]]",1.0,1.710000000000008,0.8371910057680549,0.9307687630906545,0.0,0.8100000000000023,0.1716942064714009,0.6913066528163063,0.1716942064714009,0.6496373669880504,0.0,0.22402729781830286,24126869.598935843,0.05000000000001137,-0.8590170190594714,0.35465273656756524,0.0,1.4899999999999807,1.3159874784427208,0.6433540828130309,1.3159874784427208
