===============================================================================
Id,EUR_USD,len,datetime,open,high,low,close,volume,openinterest,GBP_USD,len,datetime,open,high,low,close,volume,openinterest,St,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,EUR_USD,GBP_USD
81,EUR_USD,80,2019-04-22 21:00:00,1.12272,1.12612,1.12572,1.11924,,-1.0,GBP_USD,81,2019-04-22 21:00:00,1.29376,1.30193,1.29819,1.2928,,-1.0,St,81,737171.875,Broker,81,2541.5,129.46000000000004,BuySell,81,,,BuySell,81,,,DataTrades,81,,
82,EUR_USD,81,2019-04-23 21:00:00,1.11538,1.12268,1.12268,1.11406,,-1.0,GBP_USD,82,2019-04-23 21:00:00,1.29013,1.29634,1.29381,1.2888,,-1.0,St,82,737172.875,Broker,82,2541.5,138.64000000000033,BuySell,82,,,BuySell,82,,,DataTrades,82,,
83,EUR_USD,82,2019-04-24 21:00:00,1.1132,1.11625,1.11538,1.11184,,-1.0,GBP_USD,83,2019-04-24 21:00:00,1.28983,1.29168,1.29042,1.2866,,-1.0,St,83,737173.875,Broker,83,2541.5,143.0600000000004,BuySell,83,,,BuySell,83,,,DataTrades,83,,
84,EUR_USD,83,2019-04-25 21:00:00,1.11472,1.11739,1.1132,1.11115,,-1.0,GBP_USD,84,2019-04-25 21:00:00,1.29158,1.29436,1.28922,1.28766,,-1.0,St,84,737174.875,Broker,84,2541.5,142.6899999999996,BuySell,84,,,BuySell,84,,,DataTrades,84,,
85,EUR_USD,84,2019-04-28 21:00:00,1.11852,1.11868,1.11465,1.11452,,-1.0,GBP_USD,85,2019-04-28 21:00:00,1.29327,1.2947,1.2926,1.2905,,-1.0,St,85,737177.875,Broker,85,2541.5,136.48000000000002,BuySell,85,,,BuySell,85,,,DataTrades,85,,
86,EUR_USD,85,2019-04-29 21:00:00,1.12151,1.12292,1.11854,1.1176,,-1.0,GBP_USD,86,2019-04-29 21:00:00,1.30344,1.30488,1.29333,1.29264,,-1.0,St,86,737178.875,Broker,86,2541.5,131.26000000000022,BuySell,86,,,BuySell,86,,,DataTrades,86,,
87,EUR_USD,86,2019-04-30 21:00:00,1.11949,1.12649,1.12151,1.11873,,-1.0,GBP_USD,87,2019-04-30 21:00:00,1.30492,1.31023,1.30327,1.30301,,-1.0,St,87,737179.875,Broker,87,2541.5,119.76000000000022,BuySell,87,,,BuySell,87,,,DataTrades,87,,
88,EUR_USD,87,2019-05-01 21:00:00,1.11726,1.12191,1.11962,1.1171,,-1.0,GBP_USD,88,2019-05-01 21:00:00,1.30322,1.30804,1.30519,1.30183,,-1.0,St,88,737180.875,Broker,88,306.98,122.24999999999977,BuySell,88,1.1028257000000001,,BuySell,88,,,DataTrades,88,7.260000000000044,
89,EUR_USD,88,2019-05-02 21:00:00,1.12013,1.12048,1.11722,1.11354,,-1.0,GBP_USD,89,2019-05-02 21:00:00,1.31746,1.31767,1.30307,1.299,,-1.0,St,89,737181.875,Broker,89,306.98,121.51999999999998,BuySell,89,,,BuySell,89,,,DataTrades,89,,
90,EUR_USD,89,2019-05-05 21:00:00,1.11994,1.12093,1.11738,1.11708,,-1.0,GBP_USD,90,2019-05-05 21:00:00,1.30962,1.31706,1.31476,1.30817,,-1.0,St,90,737184.875,Broker,90,1237.2399999999998,120.15999999999963,BuySell,90,,1.13774395,BuySell,90,1.2950385999999998,,DataTrades,90,2.6800000000000157,-5.980000000000096
91,EUR_USD,90,2019-05-06 21:00:00,1.11917,1.1218,1.12004,1.11666,,-1.0,GBP_USD,91,2019-05-06 21:00:00,1.30731,1.31312,1.30974,1.30398,,-1.0,St,91,737185.875,Broker,91,118.06999999999994,118.06999999999994,BuySell,91,1.1032393999999999,,BuySell,91,,,DataTrades,91,0.7699999999999374,
92,EUR_USD,91,2019-05-07 21:00:00,1.11921,1.12136,1.11912,1.11829,,-1.0,GBP_USD,92,2019-05-07 21:00:00,1.3007,1.30802,1.30754,1.29874,,-1.0,St,92,737186.875,Broker,92,118.06999999999994,118.06999999999994,BuySell,92,,,BuySell,92,,,DataTrades,92,,
93,EUR_USD,92,2019-05-08 21:00:00,1.12132,1.1251,1.11914,1.11736,,-1.0,GBP_USD,93,2019-05-08 21:00:00,1.3006,1.3036,1.30062,1.29676,,-1.0,St,93,737187.875,Broker,93,118.06999999999994,118.06999999999994,BuySell,93,,,BuySell,93,,,DataTrades,93,,
94,EUR_USD,93,2019-05-09 21:00:00,1.12336,1.12536,1.12168,1.12142,,-1.0,GBP_USD,94,2019-05-09 21:00:00,1.29998,1.30475,1.30161,1.29913,,-1.0,St,94,737188.875,Broker,94,1418.05,118.92000000000007,BuySell,94,,,BuySell,94,,1.32432125,DataTrades,94,,
95,EUR_USD,94,2019-05-12 21:00:00,1.12231,1.12636,1.12348,1.12222,,-1.0,GBP_USD,95,2019-05-12 21:00:00,1.29579,1.30408,1.30012,1.29412,,-1.0,St,95,737191.875,Broker,95,295.74,123.84000000000015,BuySell,95,1.1066278,,BuySell,95,,,DataTrades,95,,
96,EUR_USD,95,2019-05-13 21:00:00,1.1204,1.12438,1.12227,1.12012,,-1.0,GBP_USD,96,2019-05-13 21:00:00,1.29053,1.29705,1.29584,1.29041,,-1.0,St,96,737192.875,Broker,96,295.74,125.44999999999982,BuySell,96,,,BuySell,96,,,DataTrades,96,,
97,EUR_USD,96,2019-05-14 21:00:00,1.12017,1.12246,1.1204,1.1178,,-1.0,GBP_USD,97,2019-05-14 21:00:00,1.28421,1.29233,1.29053,1.28264,,-1.0,St,97,737193.875,Broker,97,295.74,130.89999999999986,BuySell,97,,,BuySell,97,,,DataTrades,97,,
98,EUR_USD,97,2019-05-15 21:00:00,1.11736,1.1224,1.12017,1.11664,,-1.0,GBP_USD,98,2019-05-15 21:00:00,1.27975,1.28518,1.28448,1.27879,,-1.0,St,98,737194.875,Broker,98,2530.46,135.02999999999975,BuySell,98,,1.139236,BuySell,98,,,DataTrades,98,-4.95000000000001,
99,EUR_USD,98,2019-05-16 21:00:00,1.11574,1.11843,1.11747,1.11553,,-1.0,GBP_USD,99,2019-05-16 21:00:00,1.27188,1.27992,1.2798,1.27146,,-1.0,St,99,737195.875,Broker,99,2530.46,143.47000000000025,BuySell,99,,,BuySell,99,,,DataTrades,99,,
100,EUR_USD,99,2019-05-19 21:00:00,1.11659,1.11748,1.1161,1.11508,,-1.0,GBP_USD,100,2019-05-19 21:00:00,1.27231,1.27571,1.2737,1.27147,,-1.0,St,100,737198.875,Broker,100,2530.46,143.90999999999985,BuySell,100,,,BuySell,100,,,DataTrades,100,,
101,EUR_USD,100,2019-05-20 21:00:00,1.11613,1.1188,1.11664,1.1142,,-1.0,GBP_USD,101,2019-05-20 21:00:00,1.27056,1.28142,1.27257,1.26854,,-1.0,St,101,737199.875,Broker,101,2530.46,147.72000000000025,BuySell,101,,,BuySell,101,,,DataTrades,101,,
102,EUR_USD,101,2019-05-21 21:00:00,1.11507,1.11802,1.11606,1.11488,,-1.0,GBP_USD,102,2019-05-21 21:00:00,1.26613,1.27193,1.27076,1.26244,,-1.0,St,102,737200.875,Broker,102,2530.46,153.13999999999987,BuySell,102,,,BuySell,102,,,DataTrades,102,,
103,EUR_USD,102,2019-05-22 21:00:00,1.11818,1.11876,1.11507,1.11072,,-1.0,GBP_USD,103,2019-05-22 21:00:00,1.26585,1.26838,1.26593,1.26054,,-1.0,St,103,737201.875,Broker,103,2530.46,159.19999999999982,BuySell,103,,,BuySell,103,,,DataTrades,103,,
104,EUR_USD,103,2019-05-23 21:00:00,1.12038,1.12121,1.11812,1.11737,,-1.0,GBP_USD,104,2019-05-23 21:00:00,1.2713,1.27324,1.2655,1.26476,,-1.0,St,104,737202.875,Broker,104,2530.46,148.32999999999993,BuySell,104,,,BuySell,104,,,DataTrades,104,,
105,EUR_USD,104,2019-05-26 21:00:00,1.11932,1.12152,1.12099,1.11872,,-1.0,GBP_USD,105,2019-05-26 21:00:00,1.26808,1.27478,1.27266,1.26674,,-1.0,St,105,737205.875,Broker,105,291.8199999999997,143.79999999999973,BuySell,105,1.1041751499999999,,BuySell,105,,,DataTrades,105,-1.9600000000001838,
106,EUR_USD,105,2019-05-27 21:00:00,1.11602,1.11984,1.11932,1.11594,,-1.0,GBP_USD,106,2019-05-27 21:00:00,1.26525,1.27019,1.26779,1.26512,,-1.0,St,106,737206.875,Broker,106,291.8199999999997,142.63999999999942,BuySell,106,,,BuySell,106,,,DataTrades,106,,
107,EUR_USD,106,2019-05-28 21:00:00,1.1131,1.11724,1.11608,1.11244,,-1.0,GBP_USD,107,2019-05-28 21:00:00,1.26265,1.26714,1.2655,1.26117,,-1.0,St,107,737207.875,Broker,107,291.8199999999997,143.08999999999992,BuySell,107,,,BuySell,107,,,DataTrades,107,,
108,EUR_USD,107,2019-05-29 21:00:00,1.11292,1.11433,1.11322,1.11162,,-1.0,GBP_USD,108,2019-05-29 21:00:00,1.26085,1.26408,1.26242,1.2581,,-1.0,St,108,737208.875,Broker,108,2517.66,147.9399999999996,BuySell,108,,1.13104495,BuySell,108,,,DataTrades,108,-6.400000000000183,
109,EUR_USD,108,2019-05-30 21:00:00,1.11688,1.11797,1.11292,1.11252,,-1.0,GBP_USD,109,2019-05-30 21:00:00,1.26316,1.26448,1.26096,1.2559,,-1.0,St,109,737209.875,Broker,109,2517.66,149.23999999999978,BuySell,109,,,BuySell,109,,,DataTrades,109,,
110,EUR_USD,109,2019-06-02 21:00:00,1.12416,1.1262,1.11664,1.11603,,-1.0,GBP_USD,110,2019-06-02 21:00:00,1.26641,1.26742,1.26315,1.26106,,-1.0,St,110,737212.875,Broker,110,2517.66,140.5699999999997,BuySell,110,,,BuySell,110,,,DataTrades,110,,
111,EUR_USD,110,2019-06-03 21:00:00,1.1252,1.12774,1.12416,1.12265,,-1.0,GBP_USD,111,2019-06-03 21:00:00,1.26994,1.27147,1.26641,1.26424,,-1.0,St,111,737213.875,Broker,111,267.26,125.66999999999985,BuySell,111,1.1072976,,BuySell,111,,,DataTrades,111,-12.280000000000069,
112,EUR_USD,111,2019-06-04 21:00:00,1.1221,1.13068,1.12514,1.12198,,-1.0,GBP_USD,112,2019-06-04 21:00:00,1.26822,1.27436,1.26969,1.26812,,-1.0,St,112,737214.875,Broker,112,267.26,121.12000000000012,BuySell,112,,,BuySell,112,,,DataTrades,112,,
113,EUR_USD,112,2019-06-05 21:00:00,1.12754,1.1309,1.1222,1.12018,,-1.0,GBP_USD,113,2019-06-05 21:00:00,1.26937,1.27424,1.26888,1.2669,,-1.0,St,113,737215.875,Broker,113,267.26,120.54000000000019,BuySell,113,,,BuySell,113,,,DataTrades,113,,
114,EUR_USD,113,2019-06-06 21:00:00,1.13333,1.13478,1.1278,1.12514,,-1.0,GBP_USD,114,2019-06-06 21:00:00,1.27374,1.2763,1.26958,1.26889,,-1.0,St,114,737216.875,Broker,114,267.26,123.50999999999999,BuySell,114,,,BuySell,114,,,DataTrades,114,,
115,EUR_USD,114,2019-06-09 21:00:00,1.13116,1.13311,1.13213,1.12901,,-1.0,GBP_USD,115,2019-06-09 21:00:00,1.26863,1.27428,1.27378,1.26532,,-1.0,St,115,737219.875,Broker,115,267.26,130.95000000000005,BuySell,115,,,BuySell,115,,,DataTrades,115,,
116,EUR_USD,115,2019-06-10 21:00:00,1.1326,1.13376,1.13119,1.13013,,-1.0,GBP_USD,116,2019-06-10 21:00:00,1.27237,1.27324,1.26852,1.26707,,-1.0,St,116,737220.875,Broker,116,267.26,130.32000000000016,BuySell,116,,,BuySell,116,,,DataTrades,116,,
117,EUR_USD,116,2019-06-11 21:00:00,1.12874,1.13434,1.1327,1.12825,,-1.0,GBP_USD,117,2019-06-11 21:00:00,1.26886,1.27586,1.27228,1.26816,,-1.0,St,117,737221.875,Broker,117,267.26,127.35000000000014,BuySell,117,,,BuySell,117,,,DataTrades,117,,
118,EUR_USD,117,2019-06-12 21:00:00,1.12764,1.13036,1.12878,1.12686,,-1.0,GBP_USD,118,2019-06-12 21:00:00,1.2674,1.2708,1.26875,1.26626,,-1.0,St,118,737222.875,Broker,118,267.26,127.8599999999999,BuySell,118,,,BuySell,118,,,DataTrades,118,,
119,EUR_USD,118,2019-06-13 21:00:00,1.12096,1.12892,1.12772,1.12025,,-1.0,GBP_USD,119,2019-06-13 21:00:00,1.259,1.26818,1.26763,1.25804,,-1.0,St,119,737223.875,Broker,119,267.26,129.47000000000003,BuySell,119,,,BuySell,119,,,DataTrades,119,,
120,EUR_USD,119,2019-06-16 21:00:00,1.1218,1.1247,1.12108,1.12039,,-1.0,GBP_USD,120,2019-06-16 21:00:00,1.25338,1.26056,1.25834,1.25324,,-1.0,St,120,737226.875,Broker,120,2510.8599999999997,137.22999999999956,BuySell,120,,1.1415704999999998,BuySell,120,,,DataTrades,120,-3.4000000000000696,
121,EUR_USD,120,2019-06-17 21:00:00,1.11942,1.12428,1.12186,1.11816,,-1.0,GBP_USD,121,2019-06-17 21:00:00,1.25576,1.25646,1.25347,1.25062,,-1.0,St,121,737227.875,Broker,121,2510.8599999999997,142.07999999999947,BuySell,121,,,BuySell,121,,,DataTrades,121,,
122,EUR_USD,121,2019-06-18 21:00:00,1.12262,1.1254,1.11936,1.11873,,-1.0,GBP_USD,122,2019-06-18 21:00:00,1.26422,1.26738,1.25582,1.25428,,-1.0,St,122,737228.875,Broker,122,2510.8599999999997,137.84999999999945,BuySell,122,,,BuySell,122,,,DataTrades,122,,
123,EUR_USD,122,2019-06-19 21:00:00,1.12916,1.13174,1.12264,1.12264,,-1.0,GBP_USD,123,2019-06-19 21:00:00,1.27042,1.27273,1.26354,1.26328,,-1.0,St,123,737229.875,Broker,123,2510.8599999999997,124.9399999999996,BuySell,123,,,BuySell,123,,,DataTrades,123,,
124,EUR_USD,123,2019-06-20 21:00:00,1.13688,1.13778,1.12931,1.12831,,-1.0,GBP_USD,124,2019-06-20 21:00:00,1.2744,1.27466,1.27032,1.26428,,-1.0,St,124,737230.875,Broker,124,1236.4599999999996,108.14999999999964,BuySell,124,,,BuySell,124,1.2512652,,DataTrades,124,,25.579999999999934
125,EUR_USD,123,2019-06-20 21:00:00,1.13688,1.13778,1.12931,1.12831,,-1.0,GBP_USD,125,2019-06-21 21:00:00,1.2745,1.2745,1.2745,1.2745,,-1.0,St,125,737231.875,Broker,125,1236.4599999999996,108.14999999999964,BuySell,125,,,BuySell,125,,,DataTrades,125,,
126,EUR_USD,124,2019-06-23 21:00:00,1.13988,1.14041,1.13719,1.13672,,-1.0,GBP_USD,126,2019-06-23 21:00:00,1.2741,1.27666,1.27334,1.27082,,-1.0,St,126,737233.875,Broker,126,96.57999999999947,96.57999999999947,BuySell,126,1.1201321499999999,,BuySell,126,,,DataTrades,126,-18.080000000000098,
127,EUR_USD,125,2019-06-24 21:00:00,1.13672,1.14122,1.13984,1.13442,,-1.0,GBP_USD,127,2019-06-24 21:00:00,1.26882,1.2784,1.27368,1.2672,,-1.0,St,127,737234.875,Broker,127,96.57999999999947,96.57999999999947,BuySell,127,,,BuySell,127,,,DataTrades,127,,
128,EUR_USD,126,2019-06-25 21:00:00,1.13686,1.13914,1.13672,1.13476,,-1.0,GBP_USD,128,2019-06-25 21:00:00,1.2687,1.27072,1.26913,1.26628,,-1.0,St,128,737235.875,Broker,128,96.57999999999947,96.57999999999947,BuySell,128,,,BuySell,128,,,DataTrades,128,,
129,EUR_USD,127,2019-06-26 21:00:00,1.13694,1.13815,1.1369,1.13479,,-1.0,GBP_USD,129,2019-06-26 21:00:00,1.26713,1.27247,1.26884,1.26618,,-1.0,St,129,737236.875,Broker,129,96.57999999999947,96.57999999999947,BuySell,129,,,BuySell,129,,,DataTrades,129,,
130,EUR_USD,128,2019-06-27 21:00:00,1.13721,1.13935,1.13688,1.13508,,-1.0,GBP_USD,130,2019-06-27 21:00:00,1.26972,1.27346,1.26713,1.26654,,-1.0,St,130,737237.875,Broker,130,96.57999999999947,96.57999999999947,BuySell,130,,,BuySell,130,,,DataTrades,130,,
131,EUR_USD,129,2019-06-30 21:00:00,1.12856,1.13711,1.13614,1.12812,,-1.0,GBP_USD,131,2019-06-30 21:00:00,1.26393,1.27058,1.27008,1.26321,,-1.0,St,131,737240.875,Broker,131,96.57999999999947,96.57999999999947,BuySell,131,,,BuySell,131,,,DataTrades,131,,
132,EUR_USD,130,2019-07-01 21:00:00,1.1286,1.13214,1.12856,1.12752,,-1.0,GBP_USD,132,2019-07-01 21:00:00,1.25938,1.26481,1.26404,1.25841,,-1.0,St,132,737241.875,Broker,132,2484.5599999999995,98.6299999999992,BuySell,132,,1.1491220999999998,BuySell,132,,1.28378215,DataTrades,132,,
133,EUR_USD,131,2019-07-02 21:00:00,1.1277,1.13123,1.1286,1.12689,,-1.0,GBP_USD,133,2019-07-02 21:00:00,1.25729,1.26002,1.25931,1.25572,,-1.0,St,133,737242.875,Broker,133,2484.5599999999995,101.94999999999982,BuySell,133,,,BuySell,133,,,DataTrades,133,,
134,EUR_USD,132,2019-07-03 21:00:00,1.12847,1.12952,1.1278,1.12733,,-1.0,GBP_USD,134,2019-07-03 21:00:00,1.25791,1.25912,1.25722,1.25689,,-1.0,St,134,737243.875,Broker,134,2484.5599999999995,100.33999999999924,BuySell,134,,,BuySell,134,,,DataTrades,134,,
135,EUR_USD,133,2019-07-04 21:00:00,1.12255,1.12878,1.12841,1.12076,,-1.0,GBP_USD,135,2019-07-04 21:00:00,1.2526,1.25875,1.25814,1.24814,,-1.0,St,135,737244.875,Broker,135,2484.5599999999995,115.6599999999994,BuySell,135,,,BuySell,135,,,DataTrades,135,,
136,EUR_USD,134,2019-07-07 21:00:00,1.12144,1.12344,1.12248,1.12071,,-1.0,GBP_USD,136,2019-07-07 21:00:00,1.25174,1.254,1.25301,1.25001,,-1.0,St,136,737247.875,Broker,136,2484.5599999999995,113.83999999999924,BuySell,136,,,BuySell,136,,,DataTrades,136,,
137,EUR_USD,135,2019-07-08 21:00:00,1.12078,1.12188,1.12144,1.11935,,-1.0,GBP_USD,137,2019-07-08 21:00:00,1.24621,1.2523,1.25174,1.24398,,-1.0,St,137,737248.875,Broker,137,2484.5599999999995,121.22999999999956,BuySell,137,,,BuySell,137,,,DataTrades,137,,
138,EUR_USD,136,2019-07-09 21:00:00,1.12505,1.12643,1.12075,1.1202,,-1.0,GBP_USD,138,2019-07-09 21:00:00,1.25056,1.2521,1.24642,1.24438,,-1.0,St,138,737249.875,Broker,138,2484.5599999999995,119.97999999999956,BuySell,138,,,BuySell,138,,,DataTrades,138,,
139,EUR_USD,137,2019-07-10 21:00:00,1.12537,1.12858,1.12516,1.12454,,-1.0,GBP_USD,139,2019-07-10 21:00:00,1.25259,1.25714,1.25017,1.25017,,-1.0,St,139,737250.875,Broker,139,2484.5599999999995,109.84999999999945,BuySell,139,,,BuySell,139,,,DataTrades,139,,
140,EUR_USD,138,2019-07-11 21:00:00,1.12706,1.1275,1.12542,1.12382,,-1.0,GBP_USD,140,2019-07-11 21:00:00,1.25748,1.2579,1.25224,1.25204,,-1.0,St,140,737251.875,Broker,140,2484.5599999999995,108.69999999999982,BuySell,140,,,BuySell,140,,,DataTrades,140,,
141,EUR_USD,139,2019-07-14 21:00:00,1.12578,1.12839,1.12705,1.12532,,-1.0,GBP_USD,141,2019-07-14 21:00:00,1.25162,1.25778,1.2567,1.25106,,-1.0,St,141,737254.875,Broker,141,2484.5599999999995,108.17999999999938,BuySell,141,,,BuySell,141,,,DataTrades,141,,
142,EUR_USD,140,2019-07-15 21:00:00,1.12102,1.12635,1.12578,1.1202,,-1.0,GBP_USD,142,2019-07-15 21:00:00,1.24063,1.25206,1.25136,1.23966,,-1.0,St,142,737255.875,Broker,142,242.51999999999953,123.05999999999949,BuySell,142,1.1088933,,BuySell,142,,,DataTrades,142,7.580000000000142,
143,EUR_USD,141,2019-07-16 21:00:00,1.12242,1.12336,1.12105,1.11998,,-1.0,GBP_USD,143,2019-07-16 21:00:00,1.24326,1.24566,1.24091,1.23825,,-1.0,St,143,737256.875,Broker,143,2487.3599999999997,129.12999999999965,BuySell,143,,1.1402103999999997,BuySell,143,,,DataTrades,143,1.4000000000000679,
144,EUR_USD,142,2019-07-17 21:00:00,1.1277,1.12804,1.12246,1.12052,,-1.0,GBP_USD,144,2019-07-17 21:00:00,1.25487,1.25582,1.24332,1.24277,,-1.0,St,144,737257.875,Broker,144,2487.3599999999997,124.06999999999971,BuySell,144,,,BuySell,144,,,DataTrades,144,,
145,EUR_USD,143,2019-07-18 21:00:00,1.12206,1.12821,1.1277,1.12036,,-1.0,GBP_USD,145,2019-07-18 21:00:00,1.25034,1.25565,1.25493,1.24764,,-1.0,St,145,737258.875,Broker,145,2487.3599999999997,119.35999999999967,BuySell,145,,,BuySell,145,,,DataTrades,145,,
146,EUR_USD,143,2019-07-18 21:00:00,1.12206,1.12821,1.1277,1.12036,,-1.0,GBP_USD,146,2019-07-19 21:00:00,1.2504,1.2504,1.2504,1.2504,,-1.0,St,146,737259.875,Broker,146,1236.9599999999998,116.59999999999968,BuySell,146,,,BuySell,146,1.231644,,DataTrades,146,,8.979999999999988
147,EUR_USD,144,2019-07-21 21:00:00,1.12089,1.12254,1.12175,1.12063,,-1.0,GBP_USD,147,2019-07-21 21:00:00,1.24768,1.25203,1.24938,1.24557,,-1.0,St,147,737261.875,Broker,147,1236.9599999999998,116.3299999999997,BuySell,147,,,BuySell,147,,,DataTrades,147,,
148,EUR_USD,145,2019-07-22 21:00:00,1.11515,1.12096,1.12094,1.1146,,-1.0,GBP_USD,148,2019-07-22 21:00:00,1.24396,1.2482,1.24729,1.2418,,-1.0,St,148,737262.875,Broker,148,2480.92,124.51999999999998,BuySell,148,,,BuySell,148,,1.2669229999999998,DataTrades,148,,
149,EUR_USD,146,2019-07-23 21:00:00,1.11394,1.11558,1.11518,1.1127,,-1.0,GBP_USD,149,2019-07-23 21:00:00,1.24844,1.2522,1.24405,1.24272,,-1.0,St,149,737263.875,Broker,149,2480.92,125.5,BuySell,149,,,BuySell,149,,,DataTrades,149,,
150,EUR_USD,147,2019-07-24 21:00:00,1.11474,1.11877,1.11409,1.11014,,-1.0,GBP_USD,150,2019-07-24 21:00:00,1.2456,1.25182,1.24839,1.24372,,-1.0,St,150,737264.875,Broker,150,2480.92,127.0600000000004,BuySell,150,,,BuySell,150,,,DataTrades,150,,
151,EUR_USD,148,2019-07-25 21:00:00,1.1128,1.11512,1.11463,1.1112,,-1.0,GBP_USD,151,2019-07-25 21:00:00,1.23835,1.24595,1.24554,1.23764,,-1.0,St,151,737265.875,Broker,151,2480.92,132.07999999999993,BuySell,151,,,BuySell,151,,,DataTrades,151,,
152,EUR_USD,149,2019-07-28 21:00:00,1.11452,1.11508,1.11252,1.1113,,-1.0,GBP_USD,152,2019-07-28 21:00:00,1.22188,1.2384,1.23774,1.22124,,-1.0,St,152,737268.875,Broker,152,2480.92,148.3800000000001,BuySell,152,,,BuySell,152,,,DataTrades,152,,
153,EUR_USD,150,2019-07-29 21:00:00,1.11557,1.11612,1.1145,1.11321,,-1.0,GBP_USD,153,2019-07-29 21:00:00,1.21508,1.22262,1.22204,1.21195,,-1.0,St,153,737269.875,Broker,153,2480.92,155.76000000000022,BuySell,153,,,BuySell,153,,,DataTrades,153,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: EUR_USD
      - Timeframe: Days
      - Compression: 1
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data1:
      - Name: GBP_USD
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - St:
      *************************************************************************
      - Params:
        - period: 10
        - backtest: True
        - ml_log: True
      *************************************************************************
      - Indicators:
        .......................................................................
        - SimpleMovingAverage:
          - Lines: sma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 50
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - DataTrades:
          - Lines: EUR_USD, GBP_USD
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - usenames: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 100.0
          - End: 155.76000000000022
        .......................................................................
        - performance_list:
          - Params: None
