time,ticker,close,sma1,sma2
2019-02-26 22:00:00,EUR_USD,1.13624,1.1304669999999999,1.132674
2019-02-26 22:00:00,GBP_USD,1.32336,1.2975340000000002,1.295368
2019-02-27 22:00:00,EUR_USD,1.13596,1.13157,1.132292
2019-02-27 22:00:00,GBP_USD,1.32538,1.3023390000000001,1.2961475
2019-02-28 22:00:00,EUR_USD,1.13532,1.132759,1.1318854999999999
2019-02-28 22:00:00,GBP_USD,1.31719,1.30621,1.2967885000000001
2019-03-03 22:00:00,EUR_USD,1.13092,1.132955,1.1313095
2019-03-03 22:00:00,GBP_USD,1.31668,1.3089600000000001,1.297475
2019-03-04 22:00:00,EUR_USD,1.12896,1.133095,1.130752
2019-03-04 22:00:00,GBP_USD,1.30977,1.310975,1.298339
2019-03-05 22:00:00,EUR_USD,1.12854,1.1326990000000001,1.1303750000000001
2019-03-05 22:00:00,GBP_USD,1.31242,1.312094,1.2993325
2019-03-06 22:00:00,EUR_USD,1.11764,1.131259,1.1296335
2019-03-06 22:00:00,GBP_USD,1.30685,1.3125149999999999,1.300403
2019-03-07 22:00:00,EUR_USD,1.11854,1.129951,1.1289545
2019-03-07 22:00:00,GBP_USD,1.29904,1.312735,1.3007469999999999
2019-03-10 21:00:00,EUR_USD,1.12218,1.128883,1.1287265
2019-03-10 21:00:00,GBP_USD,1.29607,1.311833,1.301326
2019-03-11 21:00:00,EUR_USD,1.12452,1.127882,1.1286635
2019-03-11 21:00:00,GBP_USD,1.30054,1.31073,1.30219
2019-03-12 21:00:00,EUR_USD,1.12776,1.127034,1.1287505
2019-03-12 21:00:00,GBP_USD,1.30609,1.3090030000000001,1.3032685000000002
2019-03-13 21:00:00,EUR_USD,1.12942,1.12638,1.128975
2019-03-13 21:00:00,GBP_USD,1.32075,1.30854,1.3054394999999999
2019-03-14 21:00:00,EUR_USD,1.12998,1.125846,1.1293025
2019-03-14 21:00:00,GBP_USD,1.32032,1.308853,1.3075315
2019-03-17 21:00:00,EUR_USD,1.13194,1.125948,1.1294515
2019-03-17 21:00:00,GBP_USD,1.31846,1.309031,1.3089955
2019-03-18 21:00:00,EUR_USD,1.13338,1.12639,1.1297425
2019-03-18 21:00:00,GBP_USD,1.32413,1.310467,1.310721
2019-03-19 21:00:00,EUR_USD,1.13358,1.126894,1.1297964999999999
2019-03-19 21:00:00,GBP_USD,1.31466,1.3106909999999998,1.3113925
2019-03-20 21:00:00,EUR_USD,1.13428,1.128558,1.1299085
2019-03-20 21:00:00,GBP_USD,1.30044,1.31005,1.3112825000000001
2019-03-21 21:00:00,EUR_USD,1.12736,1.12944,1.1296955
2019-03-21 21:00:00,GBP_USD,1.30814,1.3109600000000001,1.3118475
2019-03-24 21:00:00,EUR_USD,1.12892,1.130114,1.1294985
2019-03-24 21:00:00,GBP_USD,1.31604,1.3129570000000002,1.312395
2019-03-25 21:00:00,EUR_USD,1.12634,1.130296,1.129089
2019-03-25 21:00:00,GBP_USD,1.31578,1.314481,1.3126055
2019-03-26 21:00:00,EUR_USD,1.12423,1.129943,1.1284885
2019-03-26 21:00:00,GBP_USD,1.31667,1.315539,1.312271
2019-03-27 21:00:00,EUR_USD,1.12137,1.129138,1.127759
2019-03-27 21:00:00,GBP_USD,1.30352,1.3138159999999999,1.311178
2019-03-28 21:00:00,EUR_USD,1.121,1.12824,1.127043
2019-03-28 21:00:00,GBP_USD,1.29778,1.311562,1.3102075
2019-03-31 21:00:00,EUR_USD,1.12041,1.127087,1.1265174999999998
2019-03-31 21:00:00,GBP_USD,1.301,1.309816,1.3094234999999999
2019-04-01 21:00:00,EUR_USD,1.11839,1.125588,1.1259890000000001
2019-04-01 21:00:00,GBP_USD,1.3014,1.3075430000000001,1.309005
2019-04-02 21:00:00,EUR_USD,1.1201,1.12424,1.125567
2019-04-02 21:00:00,GBP_USD,1.3121,1.307287,1.308989
2019-04-03 21:00:00,EUR_USD,1.12061,1.122873,1.1257155
2019-04-03 21:00:00,GBP_USD,1.30603,1.307846,1.308948
2019-04-04 21:00:00,EUR_USD,1.12103,1.1222400000000001,1.12584
2019-04-04 21:00:00,GBP_USD,1.29874,1.3069060000000001,1.3089330000000001
2019-04-07 21:00:00,EUR_USD,1.12144,1.121492,1.1258029999999999
2019-04-07 21:00:00,GBP_USD,1.30301,1.305603,1.30928
2019-04-08 21:00:00,EUR_USD,1.12553,1.121411,1.1258535
2019-04-08 21:00:00,GBP_USD,1.30308,1.304333,1.309407
2019-04-09 21:00:00,EUR_USD,1.12298,1.121286,1.1256145
2019-04-09 21:00:00,GBP_USD,1.30451,1.3031169999999999,1.309328
2019-04-10 21:00:00,EUR_USD,1.125,1.1216490000000001,1.1253935
2019-04-10 21:00:00,GBP_USD,1.30504,1.303269,1.3085425000000002
2019-04-11 21:00:00,EUR_USD,1.12536,1.122085,1.1251625
2019-04-11 21:00:00,GBP_USD,1.30506,1.303997,1.3077795
2019-04-14 21:00:00,EUR_USD,1.12976,1.12302,1.1250535
2019-04-14 21:00:00,GBP_USD,1.3071,1.304607,1.3072115
2019-04-15 21:00:00,EUR_USD,1.12796,1.123977,1.1247825
2019-04-15 21:00:00,GBP_USD,1.30428,1.304895,1.306219
2019-04-16 21:00:00,EUR_USD,1.12788,1.124755,1.1244975
2019-04-16 21:00:00,GBP_USD,1.3029,1.3039749999999999,1.305631
2019-04-17 21:00:00,EUR_USD,1.12263,1.124957,1.123915
2019-04-17 21:00:00,GBP_USD,1.29792,1.303164,1.305505
2019-04-18 21:00:00,EUR_USD,1.1229,1.1251440000000001,1.123692
2019-04-18 21:00:00,GBP_USD,1.29838,1.303128,1.3050169999999999
2019-04-19 21:00:00,EUR_USD,1.1229,1.1251440000000001,1.123692
2019-04-19 21:00:00,GBP_USD,1.29942,1.302769,1.304186
2019-04-21 21:00:00,EUR_USD,1.1236,1.1253600000000001,1.123426
2019-04-21 21:00:00,GBP_USD,1.29756,1.3022170000000002,1.303275
2019-04-22 21:00:00,EUR_USD,1.11924,1.1247310000000001,1.123071
2019-04-22 21:00:00,GBP_USD,1.2928,1.301046,1.3020815000000001
2019-04-23 21:00:00,EUR_USD,1.11406,1.123839,1.1225625000000001
2019-04-23 21:00:00,GBP_USD,1.2888,1.299422,1.3013455
2019-04-24 21:00:00,EUR_USD,1.11184,1.122523,1.122086
2019-04-24 21:00:00,GBP_USD,1.2866,1.2975759999999998,1.3007865
2019-04-25 21:00:00,EUR_USD,1.11115,1.121102,1.1215935
2019-04-25 21:00:00,GBP_USD,1.28766,1.295632,1.3001194999999999
2019-04-28 21:00:00,EUR_USD,1.11452,1.119578,1.121299
2019-04-28 21:00:00,GBP_USD,1.2905,1.294254,1.2995744999999999
2019-04-29 21:00:00,EUR_USD,1.1176,1.1185420000000001,1.1212595
2019-04-29 21:00:00,GBP_USD,1.29264,1.293228,1.2986015
2019-04-30 21:00:00,EUR_USD,1.11873,1.1176270000000001,1.121191
2019-04-30 21:00:00,GBP_USD,1.30301,1.293737,1.2984505
2019-05-01 21:00:00,EUR_USD,1.1171,1.1170740000000001,1.1210155
2019-05-01 21:00:00,GBP_USD,1.30183,1.294082,1.298605
2019-05-02 21:00:00,EUR_USD,1.11354,1.1161379999999999,1.120641
2019-05-02 21:00:00,GBP_USD,1.299,1.29404,1.2984045
2019-05-05 21:00:00,EUR_USD,1.11708,1.115486,1.1204230000000002
2019-05-05 21:00:00,GBP_USD,1.30817,1.295101,1.298659
2019-05-06 21:00:00,EUR_USD,1.11666,1.1152279999999999,1.1199795
2019-05-06 21:00:00,GBP_USD,1.30398,1.296219,1.2986325
2019-05-07 21:00:00,EUR_USD,1.11829,1.1156510000000002,1.119745
2019-05-07 21:00:00,GBP_USD,1.29874,1.297213,1.2983175
2019-05-08 21:00:00,EUR_USD,1.11736,1.116203,1.119363
2019-05-08 21:00:00,GBP_USD,1.29676,1.2982289999999999,1.2979025
2019-05-09 21:00:00,EUR_USD,1.12142,1.11723,1.119166
2019-05-09 21:00:00,GBP_USD,1.29913,1.299376,1.297504
2019-05-12 21:00:00,EUR_USD,1.12222,1.1179999999999999,1.118789
2019-05-12 21:00:00,GBP_USD,1.29412,1.299738,1.296996
2019-05-13 21:00:00,EUR_USD,1.12012,1.118252,1.118397
2019-05-13 21:00:00,GBP_USD,1.29041,1.299515,1.2963715
2019-05-14 21:00:00,EUR_USD,1.1178,1.118159,1.117893
2019-05-14 21:00:00,GBP_USD,1.28264,1.297478,1.2956075
2019-05-15 21:00:00,EUR_USD,1.11664,1.118113,1.1175935
2019-05-15 21:00:00,GBP_USD,1.27879,1.2951739999999998,1.294628
2019-05-16 21:00:00,EUR_USD,1.11553,1.118312,1.117225
2019-05-16 21:00:00,GBP_USD,1.27146,1.29242,1.2932299999999999
2019-05-19 21:00:00,EUR_USD,1.11508,1.118112,1.1167989999999999
2019-05-19 21:00:00,GBP_USD,1.27147,1.2887499999999998,1.2919255
2019-05-20 21:00:00,EUR_USD,1.1142,1.117866,1.116547
2019-05-20 21:00:00,GBP_USD,1.26854,1.285206,1.2907125000000002
2019-05-21 21:00:00,EUR_USD,1.11488,1.117525,1.116588
2019-05-21 21:00:00,GBP_USD,1.26244,1.281576,1.2893945
2019-05-22 21:00:00,EUR_USD,1.11072,1.116861,1.1165319999999999
2019-05-22 21:00:00,GBP_USD,1.26054,1.277954,1.2880915
2019-05-23 21:00:00,EUR_USD,1.11737,1.116456,1.116843
2019-05-23 21:00:00,GBP_USD,1.26476,1.274517,1.2869465
2019-05-26 21:00:00,EUR_USD,1.11872,1.1161059999999998,1.1170529999999999
2019-05-26 21:00:00,GBP_USD,1.26674,1.271779,1.2857585
2019-05-27 21:00:00,EUR_USD,1.11594,1.115688,1.11697
2019-05-27 21:00:00,GBP_USD,1.26512,1.26925,1.2843825
2019-05-28 21:00:00,EUR_USD,1.11244,1.115152,1.1166555
2019-05-28 21:00:00,GBP_USD,1.26117,1.267103,1.2822905
2019-05-29 21:00:00,EUR_USD,1.11162,1.11465,1.1163815
2019-05-29 21:00:00,GBP_USD,1.2581,1.265034,1.2801040000000001
2019-05-30 21:00:00,EUR_USD,1.11252,1.114349,1.1163305
2019-05-30 21:00:00,GBP_USD,1.2559,1.2634779999999999,1.277949
2019-06-02 21:00:00,EUR_USD,1.11603,1.114444,1.1162779999999999
2019-06-02 21:00:00,GBP_USD,1.26106,1.262437,1.2755935
2019-06-03 21:00:00,EUR_USD,1.12265,1.115289,1.1165775
2019-06-03 21:00:00,GBP_USD,1.26424,1.262007,1.2736065
2019-06-04 21:00:00,EUR_USD,1.12198,1.115999,1.116762
2019-06-04 21:00:00,GBP_USD,1.26812,1.262575,1.2720755000000001
2019-06-05 21:00:00,EUR_USD,1.12018,1.1169449999999999,1.116903
2019-06-05 21:00:00,GBP_USD,1.2669,1.263211,1.2705825000000002
2019-06-06 21:00:00,EUR_USD,1.12514,1.117722,1.117089
2019-06-06 21:00:00,GBP_USD,1.26889,1.263624,1.2690705
2019-06-09 21:00:00,EUR_USD,1.12901,1.118751,1.1174285
2019-06-09 21:00:00,GBP_USD,1.26532,1.263482,1.2676304999999999
2019-06-10 21:00:00,EUR_USD,1.13013,1.12017,1.117929
2019-06-10 21:00:00,GBP_USD,1.26707,1.263677,1.2664635
2019-06-11 21:00:00,EUR_USD,1.12825,1.1217510000000002,1.1184515
2019-06-11 21:00:00,GBP_USD,1.26816,1.264376,1.2657395
2019-06-12 21:00:00,EUR_USD,1.12686,1.123275,1.1189624999999999
2019-06-12 21:00:00,GBP_USD,1.26626,1.265192,1.265113
2019-06-13 21:00:00,EUR_USD,1.12025,1.124048,1.1191985
2019-06-13 21:00:00,GBP_USD,1.25804,1.265406,1.264442
2019-06-16 21:00:00,EUR_USD,1.12039,1.124484,1.119464
2019-06-16 21:00:00,GBP_USD,1.25324,1.264624,1.2635305000000001
2019-06-17 21:00:00,EUR_USD,1.11816,1.124035,1.119662
2019-06-17 21:00:00,GBP_USD,1.25062,1.2632619999999999,1.2626345
2019-06-18 21:00:00,EUR_USD,1.11873,1.12371,1.1198545
2019-06-18 21:00:00,GBP_USD,1.25428,1.2618779999999998,1.2622265000000001
2019-06-19 21:00:00,EUR_USD,1.12264,1.1239560000000002,1.1204505
2019-06-19 21:00:00,GBP_USD,1.26328,1.2615159999999999,1.2623635
2019-06-20 21:00:00,EUR_USD,1.12831,1.124273,1.1209975
2019-06-20 21:00:00,GBP_USD,1.26428,1.261055,1.2623395
2019-06-21 21:00:00,EUR_USD,1.12831,1.124273,1.1209975
2019-06-21 21:00:00,GBP_USD,1.2745,1.261973,1.2627275
2019-06-23 21:00:00,EUR_USD,1.13672,1.125044,1.1218975
2019-06-23 21:00:00,GBP_USD,1.27082,1.262348,1.2630124999999999
2019-06-24 21:00:00,EUR_USD,1.13442,1.125473,1.1228215000000001
2019-06-24 21:00:00,GBP_USD,1.2672,1.262252,1.263314
2019-06-25 21:00:00,EUR_USD,1.13476,1.1261240000000001,1.1239375
2019-06-25 21:00:00,GBP_USD,1.26628,1.262254,1.2637230000000002
2019-06-26 21:00:00,EUR_USD,1.13479,1.126917,1.1250959999999999
2019-06-26 21:00:00,GBP_USD,1.26618,1.263068,1.264237
2019-06-27 21:00:00,EUR_USD,1.13508,1.1284,1.1262240000000001
2019-06-27 21:00:00,GBP_USD,1.26654,1.2643980000000001,1.2645110000000002
2019-06-30 21:00:00,EUR_USD,1.12812,1.129173,1.1268285
2019-06-30 21:00:00,GBP_USD,1.26321,1.265657,1.2644595
2019-07-01 21:00:00,EUR_USD,1.12752,1.130109,1.127072
2019-07-01 21:00:00,GBP_USD,1.25841,1.26607,1.263974
2019-07-02 21:00:00,EUR_USD,1.12689,1.130925,1.1273175
2019-07-02 21:00:00,GBP_USD,1.25572,1.265314,1.263415
2019-07-03 21:00:00,EUR_USD,1.12733,1.131394,1.127675
2019-07-03 21:00:00,GBP_USD,1.25689,1.264575,1.262815
2019-07-04 21:00:00,EUR_USD,1.12076,1.130639,1.127456
2019-07-04 21:00:00,GBP_USD,1.24814,1.2619390000000001,1.261956
2019-07-07 21:00:00,EUR_USD,1.12071,1.129038,1.127041
2019-07-07 21:00:00,GBP_USD,1.25001,1.259858,1.2611029999999999
2019-07-08 21:00:00,EUR_USD,1.11935,1.127531,1.126502
2019-07-08 21:00:00,GBP_USD,1.24398,1.257536,1.259894
2019-07-09 21:00:00,EUR_USD,1.1202,1.126075,1.1260995
2019-07-09 21:00:00,GBP_USD,1.24438,1.255346,1.2588000000000001
2019-07-10 21:00:00,EUR_USD,1.12454,1.12505,1.1259835
2019-07-10 21:00:00,GBP_USD,1.25017,1.2537449999999999,1.2584065
2019-07-11 21:00:00,EUR_USD,1.12382,1.1239240000000001,1.126162
2019-07-11 21:00:00,GBP_USD,1.25204,1.252295,1.2583465
2019-07-14 21:00:00,EUR_USD,1.12532,1.123644,1.1264085
2019-07-14 21:00:00,GBP_USD,1.25106,1.25108,1.2583685
2019-07-15 21:00:00,EUR_USD,1.1202,1.122912,1.1265105
2019-07-15 21:00:00,GBP_USD,1.23966,1.2492050000000001,1.2576375
2019-07-16 21:00:00,EUR_USD,1.11998,1.1222210000000001,1.126573
2019-07-16 21:00:00,GBP_USD,1.23825,1.247458,1.256386
2019-07-17 21:00:00,EUR_USD,1.12052,1.12154,1.126467
2019-07-17 21:00:00,GBP_USD,1.24277,1.2460460000000002,1.2553105
2019-07-18 21:00:00,EUR_USD,1.12036,1.1215,1.1260695
2019-07-18 21:00:00,GBP_USD,1.24764,1.245996,1.2539675000000001
2019-07-19 21:00:00,EUR_USD,1.12036,1.1215,1.1260695
2019-07-19 21:00:00,GBP_USD,1.2504,1.246035,1.2529465
2019-07-21 21:00:00,EUR_USD,1.12063,1.1214920000000002,1.1252650000000002
2019-07-21 21:00:00,GBP_USD,1.24557,1.246194,1.251865
2019-07-22 21:00:00,EUR_USD,1.1146,1.121017,1.124274
2019-07-22 21:00:00,GBP_USD,1.2418,1.245936,1.2506410000000001
2019-07-23 21:00:00,EUR_USD,1.1127,1.1202670000000001,1.123171
2019-07-23 21:00:00,GBP_USD,1.24272,1.245191,1.249468
2019-07-24 21:00:00,EUR_USD,1.11014,1.118827,1.1219385000000002
2019-07-24 21:00:00,GBP_USD,1.24372,1.244359,1.2483270000000002
2019-07-25 21:00:00,EUR_USD,1.1112,1.1175650000000001,1.1207445
2019-07-25 21:00:00,GBP_USD,1.23764,1.243017,1.2470485
2019-07-28 21:00:00,EUR_USD,1.1113,1.116163,1.1199035
2019-07-28 21:00:00,GBP_USD,1.22124,1.241175,1.24519
2019-07-29 21:00:00,EUR_USD,1.11321,1.115464,1.1191879999999998
2019-07-29 21:00:00,GBP_USD,1.21195,1.238545,1.2430015
