date,close,high,low,n,open,t,volume,vw,symbol,instrument_type
6/7/2012,20.4186,20.6186,20.375,85281,20.6175,1.34E+12,379972656,20.4986,AAPL,Equity
6/8/2012,20.7257,20.7351,20.3214,74769,20.4143,1.34E+12,347491480,20.5479,AAPL,Equity
6/11/2012,20.3989,21.0179,20.3796,128641,20.99,1.34E+12,591195836,20.7853,AAPL,Equity
6/12/2012,20.5771,20.5936,20.2393,95942,20.5164,1.34E+12,435579844,20.4591,AAPL,Equity
6/13/2012,20.4343,20.66,20.3707,64205,20.5186,1.34E+12,293772920,20.5294,AAPL,Equity
6/14/2012,20.4118,20.4821,20.2593,77015,20.4014,1.34E+12,345841132,20.3926,AAPL,Equity
6/15/2012,20.5046,20.5221,20.3411,61147,20.3929,1.34E+12,335253520,20.421,AAPL,Equity
6/18/2012,20.9207,20.9961,20.3704,98071,20.3914,1.34E+12,440330240,20.8044,AAPL,Equity
6/19/2012,20.9789,21.0714,20.825,79525,20.8357,1.34E+12,361403728,20.966,AAPL,Equity
6/20/2012,20.9193,21.0446,20.7429,77070,21.0075,1.34E+12,359063292,20.8887,AAPL,Equity
6/21/2012,20.6311,21.0079,20.6229,73311,20.9086,1.34E+12,326505032,20.8187,AAPL,Equity
6/22/2012,20.7893,20.7925,20.5507,59720,20.68,1.34E+12,284745244,20.6755,AAPL,Equity
6/25/2012,20.3845,20.7071,20.3704,69143,20.6179,1.34E+12,304354624,20.48,AAPL,Equity
6/26/2012,20.4295,20.5175,20.2618,61407,20.4046,1.34E+12,276750012,20.3859,AAPL,Equity
6/27/2012,20.5179,20.5979,20.4257,46891,20.5357,1.34E+12,203059080,20.5243,AAPL,Equity
6/28/2012,20.3232,20.5,20.2004,64943,20.4168,1.34E+12,282974384,20.3208,AAPL,Equity
6/29/2012,20.8571,20.8571,20.5089,91113,20.6429,1.34E+12,421440124,20.7155,AAPL,Equity
7/2/2012,21.1614,21.1954,20.8429,87306,20.8832,1.34E+12,400091104,21.0898,AAPL,Equity
7/3/2012,21.4075,21.4286,21.2143,54397,21.2457,1.34E+12,241712660,21.3538,AAPL,Equity
7/5/2012,21.7836,21.9407,21.4161,107731,21.4486,1.34E+12,484380484,21.7675,AAPL,Equity
7/6/2012,21.6386,21.73,21.485,98224,21.6818,1.34E+12,419028624,21.598,AAPL,Equity
7/9/2012,21.9246,21.925,21.5754,83788,21.6179,1.34E+12,379400896,21.8231,AAPL,Equity
7/10/2012,21.7218,22.1382,21.6182,118249,22.0704,1.34E+12,511902412,21.9153,AAPL,Equity
7/11/2012,21.5868,21.7021,21.3293,92910,21.6471,1.34E+12,469198464,21.5349,AAPL,Equity
7/12/2012,21.3893,21.5525,21.1671,93268,21.4371,1.34E+12,427956452,21.3946,AAPL,Equity
7/13/2012,21.6061,21.6854,21.4286,68460,21.5339,1.34E+12,311617796,21.5765,AAPL,Equity
7/16/2012,21.6754,21.8436,21.6079,67887,21.6114,1.34E+12,301305368,21.7303,AAPL,Equity
7/17/2012,21.6764,21.8393,21.5411,64049,21.8139,1.34E+12,293809348,21.6974,AAPL,Equity
7/18/2012,21.6521,21.7264,21.5557,56864,21.6639,1.34E+12,252699552,21.6429,AAPL,Equity
7/19/2012,21.94,21.9768,21.6429,96967,21.8314,1.34E+12,436858268,21.8734,AAPL,Equity
7/20/2012,21.5821,21.9443,21.5607,81396,21.8939,1.34E+12,397469800,21.7429,AAPL,Equity
7/23/2012,21.5654,21.6393,20.9896,103416,21.2286,1.34E+12,487924780,21.3387,AAPL,Equity
7/24/2012,21.4614,21.7743,21.3754,119521,21.6921,1.34E+12,565132176,21.304,AAPL,Equity
7/25/2012,20.5346,20.7429,20.3571,195958,20.5164,1.34E+12,877244872,20.5413,AAPL,Equity
7/26/2012,20.5314,20.7286,20.37,92196,20.7057,1.34E+12,406810320,20.5342,AAPL,Equity
7/27/2012,20.8986,20.9225,20.4139,87663,20.5361,1.34E+12,404052964,20.6947,AAPL,Equity
7/30/2012,21.2511,21.4086,20.9936,84789,21.1043,1.34E+12,379139880,21.265,AAPL,Equity
7/31/2012,21.8129,21.8464,21.5257,98426,21.5439,1.34E+12,462326704,21.734,AAPL,Equity
8/1/2012,21.6718,22.0143,21.5357,84594,21.9966,1.34E+12,384498968,21.7788,AAPL,Equity
8/2/2012,21.7068,21.8104,21.4375,71385,21.53,1.34E+12,332194156,21.6498,AAPL,Equity
8/3/2012,21.9893,22.0707,21.8414,76570,21.9154,1.34E+12,344914416,21.9856,AAPL,Equity
8/6/2012,22.2339,22.3167,21.9736,63438,22.0461,1.34E+12,302320032,22.1943,AAPL,Equity
8/7/2012,22.1755,22.3214,22.0729,60770,22.2418,1.34E+12,290509968,22.2162,AAPL,Equity
8/8/2012,22.1379,22.2814,22.0393,49379,22.1211,1.34E+12,244704320,22.1614,AAPL,Equity
8/9/2012,22.1689,22.2046,22.0643,38695,22.0661,1.34E+12,221810344,22.1577,AAPL,Equity
8/10/2012,22.2036,22.2057,22.0964,39528,22.0968,1.34E+12,195060180,22.1645,AAPL,Equity
8/13/2012,22.5,22.5,22.2589,59849,22.2639,1.34E+12,278829852,22.4143,AAPL,Equity
8/14/2012,22.5604,22.8075,22.5075,74593,22.5668,1.34E+12,340167296,22.6615,AAPL,Equity
8/15/2012,22.5296,22.6429,22.4196,50302,22.5464,1.35E+12,257509112,22.5392,AAPL,Equity
8/16/2012,22.7264,22.7414,22.5179,56292,22.5432,1.35E+12,254776816,22.6613,AAPL,Equity
8/17/2012,23.1468,23.1496,22.8146,91272,22.8571,1.35E+12,442759576,22.9936,AAPL,Equity
8/20/2012,23.7554,23.7554,23.2107,129678,23.2146,1.35E+12,613382756,23.5669,AAPL,Equity
8/21/2012,23.4308,24.1029,23.2261,177155,23.9579,1.35E+12,812705040,23.6374,AAPL,Equity
8/22/2012,23.8882,23.8929,23.1468,117656,23.3721,1.35E+12,565322548,23.5794,AAPL,Equity
8/23/2012,23.6654,23.925,23.6125,88435,23.7896,1.35E+12,420118272,23.7772,AAPL,Equity
8/24/2012,23.6865,23.91,23.4125,88489,23.5539,1.35E+12,437336452,23.7112,AAPL,Equity
8/27/2012,24.1314,24.3168,24.055,86901,24.2854,1.35E+12,426914404,24.18,AAPL,Equity
8/28/2012,24.1,24.1464,23.9526,56507,24.1063,1.35E+12,267292060,24.0673,AAPL,Equity
8/29/2012,24.0524,24.2025,24.0214,41303,24.1161,1.35E+12,202741812,24.1015,AAPL,Equity
8/30/2012,23.7096,23.9841,23.6733,58497,23.9514,1.35E+12,302591856,23.8157,AAPL,Equity
8/31/2012,23.7586,23.8786,23.4732,72589,23.8304,1.35E+12,338318428,23.719,AAPL,Equity
9/4/2012,24.1061,24.1121,23.7321,77654,23.7771,1.35E+12,367854760,23.9445,AAPL,Equity
9/5/2012,23.9368,24.1554,23.9143,68682,24.1275,1.35E+12,336361900,24.0282,AAPL,Equity
9/6/2012,24.1525,24.2246,23.9571,79698,24.0418,1.35E+12,391172656,24.1103,AAPL,Equity
9/7/2012,24.3014,24.3743,24.1346,71053,24.2161,1.35E+12,329664580,24.282,AAPL,Equity
9/10/2012,23.6693,24.4032,23.6464,104008,24.3018,1.35E+12,487995592,23.9986,AAPL,Equity
9/11/2012,23.5925,23.9321,23.4464,102885,23.7539,1.35E+12,503939408,23.7061,AAPL,Equity
9/12/2012,23.9211,23.925,23.4286,151773,23.8161,1.35E+12,712217968,23.6623,AAPL,Equity
9/13/2012,24.3921,24.4821,24.0989,118347,24.1918,1.35E+12,598358516,24.296,AAPL,Equity
9/14/2012,24.6886,24.8921,24.5675,126091,24.6413,1.35E+12,600473244,24.7537,AAPL,Equity
9/17/2012,24.9922,24.9929,24.8075,77180,24.9768,1.35E+12,398025796,24.923,AAPL,Equity
9/18/2012,25.0682,25.0832,24.8721,78137,24.9957,1.35E+12,373502668,24.9955,AAPL,Equity
9/19/2012,25.075,25.1425,24.9846,64366,25.0093,1.35E+12,326835656,25.0679,AAPL,Equity
9/20/2012,24.9536,25.0021,24.7721,64502,24.97,1.35E+12,336567728,24.9215,AAPL,Equity
9/21/2012,25.0034,25.1811,24.9772,93681,25.0861,1.35E+12,571588304,25.0876,AAPL,Equity
9/24/2012,24.6711,24.8257,24.3929,131478,24.5307,1.35E+12,639744784,24.6123,AAPL,Equity
9/25/2012,24.055,24.7421,24.0357,107645,24.5807,1.35E+12,518761796,24.4199,AAPL,Equity
9/26/2012,23.7564,24.0246,23.6143,116723,23.8836,1.35E+12,576703624,23.795,AAPL,Equity
9/27/2012,24.3329,24.3632,23.5839,127747,23.7246,1.35E+12,594085324,24.0335,AAPL,Equity
9/28/2012,23.8252,24.3254,23.8125,110693,24.2411,1.35E+12,535108308,24.0124,AAPL,Equity
10/1/2012,23.5496,24.1696,23.4464,114240,23.97,1.35E+12,543583684,23.8196,AAPL,Equity
10/2/2012,23.6182,23.7982,23.2375,134137,23.6361,1.35E+12,627990552,23.517,AAPL,Equity
10/3/2012,23.9804,23.995,23.6654,81612,23.745,1.35E+12,424278876,23.8323,AAPL,Equity
10/4/2012,23.8143,24.0804,23.7696,75222,23.9732,1.35E+12,370755252,23.9136,AAPL,Equity
10/5/2012,23.3068,23.7857,23.26,124273,23.7571,1.35E+12,594004432,23.4938,AAPL,Equity
10/8/2012,22.7918,23.1271,22.7182,132925,23.1029,1.35E+12,637964852,22.8942,AAPL,Equity
10/9/2012,22.7089,22.8746,22.2696,176749,22.8089,1.35E+12,838595548,22.6128,AAPL,Equity
10/10/2012,22.8896,23.035,22.75,103997,22.8479,1.35E+12,510355720,22.8981,AAPL,Equity
10/11/2012,22.4321,23.1143,22.4321,111735,23.0893,1.35E+12,546080388,22.7024,AAPL,Equity
10/12/2012,22.4898,22.6921,22.3321,98180,22.4843,1.35E+12,460014660,22.522,AAPL,Equity
10/15/2012,22.67,22.6832,22.2804,88523,22.5839,1.35E+12,432499844,22.5108,AAPL,Equity
10/16/2012,23.2069,23.225,22.5357,116928,22.6918,1.35E+12,549771264,22.981,AAPL,Equity
10/17/2012,23.0219,23.3139,23,79773,23.1739,1.35E+12,389310572,23.1383,AAPL,Equity
10/18/2012,22.5943,22.9307,22.5,99978,22.8425,1.35E+12,476622048,22.6898,AAPL,Equity
10/19/2012,21.78,22.5632,21.7721,149610,22.5375,1.35E+12,744079952,22.12,AAPL,Equity
10/22/2012,22.6439,22.6921,21.8129,118222,21.8721,1.35E+12,546729568,22.2714,AAPL,Equity
10/23/2012,21.9056,22.6393,21.8464,150412,22.5357,1.35E+12,707144788,22.2661,AAPL,Equity
10/24/2012,22.0296,22.3768,21.8086,117762,22.1943,1.35E+12,558523112,22.0661,AAPL,Equity
10/25/2012,21.7692,22.2143,21.6268,137143,22.1429,1.35E+12,656325572,21.8071,AAPL,Equity
10/26/2012,21.5714,21.9286,21.1071,217585,21.7654,1.35E+12,1018423336,21.571,AAPL,Equity
10/31/2012,21.2614,21.4986,20.9893,106646,21.2457,1.35E+12,510001884,21.2245,AAPL,Equity
11/1/2012,21.305,21.5357,21.2204,76215,21.365,1.35E+12,361447688,21.3557,AAPL,Equity
11/2/2012,20.6,21.3196,20.5268,129334,21.2818,1.35E+12,599372256,20.8845,AAPL,Equity
11/5/2012,20.8793,20.9918,20.6286,105861,20.8398,1.35E+12,529284896,20.8326,AAPL,Equity
11/6/2012,20.8161,21.0979,20.7175,75937,21.0796,1.35E+12,374916164,20.8878,AAPL,Equity
11/7/2012,19.9286,20.5193,19.8482,162983,20.4941,1.35E+12,793648744,20.1155,AAPL,Equity
11/8/2012,19.2054,20.0796,19.1175,209820,20.0225,1.35E+12,1056145356,19.511,AAPL,Equity
11/9/2012,19.5379,19.8171,19.0614,184069,19.3007,1.35E+12,929905984,19.4899,AAPL,Equity
11/12/2012,19.3868,19.8036,19.2375,103682,19.7911,1.35E+12,515801916,19.4693,AAPL,Equity
11/13/2012,19.3892,19.66,19.1557,102636,19.2468,1.35E+12,533210440,19.4534,AAPL,Equity
11/14/2012,19.1743,19.5518,19.1493,99638,19.4821,1.35E+12,477167908,19.3387,AAPL,Equity
11/15/2012,18.7721,19.2679,18.665,160496,19.1975,1.35E+12,789909540,18.9128,AAPL,Equity
11/16/2012,18.8456,18.9286,18.0625,251411,18.7571,1.35E+12,1266891052,18.5998,AAPL,Equity
11/19/2012,20.2046,20.2679,19.2814,168954,19.3111,1.35E+12,823171860,19.793,AAPL,Equity
11/20/2012,20.0326,20.4268,19.8064,137093,20.4254,1.35E+12,642751424,20.0767,AAPL,Equity
11/21/2012,20.0607,20.2632,19.8786,75497,20.1518,1.35E+12,373227036,20.0568,AAPL,Equity
11/23/2012,20.4107,20.4286,20.0929,54190,20.2561,1.35E+12,272826316,20.2483,AAPL,Equity
11/26/2012,21.0546,21.0714,20.4896,120984,20.5679,1.35E+12,630577724,20.8393,AAPL,Equity
11/27/2012,20.885,21.0864,20.7179,101779,21.0554,1.35E+12,533313816,20.9055,AAPL,Equity
11/28/2012,20.8193,20.9214,20.4379,101030,20.6168,1.35E+12,521059924,20.6942,AAPL,Equity
11/29/2012,21.0486,21.2232,20.9018,99777,21.0791,1.35E+12,514698100,21.0695,AAPL,Equity
11/30/2012,20.9029,21.0143,20.81,68182,20.9568,1.35E+12,391299944,20.8979,AAPL,Equity
12/3/2012,20.9354,21.2354,20.9107,70175,21.2018,1.35E+12,364273560,21.0572,AAPL,Equity
12/4/2012,20.5659,20.7786,20.4332,97136,20.7786,1.35E+12,557929568,20.5783,AAPL,Equity
12/5/2012,19.2426,20.3304,19.2418,205407,20.3182,1.35E+12,1044637412,19.6993,AAPL,Equity
12/6/2012,19.5444,19.7611,18.5225,233477,18.8907,1.35E+12,1177171044,19.2937,AAPL,Equity
12/7/2012,19.0446,19.8286,18.9286,156239,19.7643,1.35E+12,787767176,19.2326,AAPL,Equity
12/10/2012,18.9222,19.2325,18.6279,123471,18.75,1.36E+12,630482300,18.9391,AAPL,Equity
12/11/2012,19.3353,19.6271,19.1918,119832,19.2775,1.36E+12,592343612,19.4083,AAPL,Equity
12/12/2012,19.25,19.5714,19.1525,98887,19.5632,1.36E+12,487103540,19.3119,AAPL,Equity
12/13/2012,18.9175,19.2014,18.7786,122286,18.9696,1.36E+12,625224908,18.9563,AAPL,Equity
12/14/2012,18.2069,18.5047,18.0564,206432,18.3839,1.36E+12,1009566796,18.2516,AAPL,Equity
12/17/2012,18.5296,18.5714,17.9011,156415,18.1761,1.36E+12,758944088,18.2426,AAPL,Equity
12/18/2012,19.0679,19.1036,18.5804,128807,18.75,1.36E+12,625668092,18.8504,AAPL,Equity
12/19/2012,18.7968,19.0607,18.7679,93785,18.9811,1.36E+12,449361696,18.9074,AAPL,Equity
12/20/2012,18.6332,18.9357,18.5314,94260,18.9286,1.36E+12,481687192,18.6891,AAPL,Equity
12/21/2012,18.5475,18.5596,18.2229,96501,18.3025,1.36E+12,596518216,18.3911,AAPL,Equity
12/24/2012,18.5774,18.7232,18.5254,34295,18.5839,1.36E+12,175747908,18.6153,AAPL,Equity
12/26/2012,18.3214,18.5521,18.2543,58905,18.5357,1.36E+12,302436120,18.3688,AAPL,Equity
12/27/2012,18.395,18.4375,18.0236,93383,18.3407,1.36E+12,455118720,18.2176,AAPL,Equity
12/28/2012,18.1996,18.3743,18.1471,71306,18.2246,1.36E+12,354276972,18.2691,AAPL,Equity
12/31/2012,19.0062,19.1214,18.1786,127739,18.2332,1.36E+12,659491140,18.7993,AAPL,Equity
1/2/2013,19.6082,19.8214,19.3439,116929,19.7793,1.36E+12,560499464,19.5856,AAPL,Equity
1/3/2013,19.3606,19.6311,19.3214,73604,19.5671,1.36E+12,352963800,19.4875,AAPL,Equity
1/4/2013,18.8214,19.2368,18.7904,123468,19.1773,1.36E+12,594330240,18.948,AAPL,Equity
1/7/2013,18.7107,18.9036,18.4,99998,18.6429,1.36E+12,484152704,18.6531,AAPL,Equity
1/8/2013,18.7611,18.9961,18.6161,94175,18.9004,1.36E+12,458707004,18.772,AAPL,Equity
1/9/2013,18.4679,18.7502,18.4282,85713,18.6607,1.36E+12,407599836,18.604,AAPL,Equity
1/10/2013,18.6968,18.8829,18.4114,126780,18.8768,1.36E+12,601141184,18.6102,AAPL,Equity
1/11/2013,18.5821,18.7614,18.5364,71607,18.6071,1.36E+12,350754964,18.6168,AAPL,Equity
1/14/2013,17.9196,18.125,17.8039,149206,17.9529,1.36E+12,734177584,17.9552,AAPL,Equity
1/15/2013,17.3543,17.8211,17.2636,183768,17.7964,1.36E+12,876763328,17.4626,AAPL,Equity
1/16/2013,18.0746,18.1943,17.5893,144446,17.6657,1.36E+12,690800180,17.9406,AAPL,Equity
1/17/2013,17.9529,18.2411,17.9296,94140,18.2254,1.36E+12,453650316,18.0335,AAPL,Equity
1/18/2013,17.8571,17.9364,17.7286,87882,17.8041,1.36E+12,473149068,17.8271,AAPL,Equity
1/22/2013,18.0275,18.1386,17.7368,98002,18.02,1.36E+12,461544692,17.9215,AAPL,Equity
1/23/2013,18.3573,18.3925,18.0275,175598,18.1718,1.36E+12,861503412,17.9158,AAPL,Equity
1/24/2013,16.0893,16.6332,16.0804,295817,16.4286,1.36E+12,1460851812,16.3451,AAPL,Equity
1/25/2013,15.71,16.2939,15.5357,236839,16.1318,1.36E+12,1207968132,15.8935,AAPL,Equity
1/28/2013,16.0654,16.1861,15.5664,156723,15.6366,1.36E+12,785515724,16.0056,AAPL,Equity
1/29/2013,16.3668,16.4357,16.1471,117722,16.375,1.36E+12,571072068,16.3281,AAPL,Equity
1/30/2013,16.3154,16.5214,16.2321,87109,16.3214,1.36E+12,417153268,16.3877,AAPL,Equity
1/31/2013,16.2675,16.4029,16.2493,59221,16.3207,1.36E+12,319332860,16.3025,AAPL,Equity
2/1/2013,16.2007,16.41,16.0125,105983,16.3968,1.36E+12,539468356,16.1847,AAPL,Equity
2/4/2013,15.797,16.2836,15.7857,99165,16.2111,1.36E+12,477115016,15.9782,AAPL,Equity
2/5/2013,16.3516,16.4193,15.7936,118118,15.8589,1.36E+12,573346144,16.1637,AAPL,Equity
2/6/2013,16.3339,16.6607,16.1636,124343,16.3025,1.36E+12,593704048,16.4063,AAPL,Equity
2/7/2013,16.7221,16.7857,16.2186,146550,16.5446,1.36E+12,704580296,16.4649,AAPL,Equity
2/8/2013,16.9636,17.1004,16.7946,131931,16.9286,1.36E+12,633155936,16.9643,AAPL,Equity
2/11/2013,17.1404,17.3193,16.9018,97756,17.0179,1.36E+12,517434064,17.174,AAPL,Equity
2/12/2013,16.7107,17.2279,16.7051,122189,17.1254,1.36E+12,609050848,16.8934,AAPL,Equity
2/13/2013,16.6789,16.9157,16.5436,90588,16.6861,1.36E+12,475204884,16.7203,AAPL,Equity
2/14/2013,16.6639,16.8443,16.5721,66093,16.59,1.36E+12,355506004,16.7054,AAPL,Equity
2/15/2013,16.4343,16.7914,16.4257,74324,16.7446,1.36E+12,391924708,16.5849,AAPL,Equity
2/19/2013,16.4282,16.5261,16.2089,84455,16.4679,1.36E+12,435776852,16.3567,AAPL,Equity
2/20/2013,16.0304,16.3461,16.0286,94991,16.3461,1.36E+12,476299544,16.1385,AAPL,Equity
2/21/2013,15.9307,16.0418,15.815,88750,15.9286,1.36E+12,447180720,15.9267,AAPL,Equity
2/22/2013,16.1004,16.1286,15.95,65709,16.0446,1.36E+12,330654576,16.0378,AAPL,Equity
2/25/2013,15.8143,16.2543,15.8061,76170,16.2089,1.36E+12,372577856,16.0481,AAPL,Equity
2/26/2013,16.0346,16.1264,15.6307,100189,15.8507,1.36E+12,501496296,15.866,AAPL,Equity
2/27/2013,15.8775,16.1586,15.7375,118079,16.0154,1.36E+12,587347712,15.9474,AAPL,Equity
2/28/2013,15.7643,15.9954,15.7643,55678,15.8589,1.36E+12,322514948,15.8765,AAPL,Equity
3/1/2013,15.3739,15.6493,15.3564,115174,15.6429,1.36E+12,552447168,15.475,AAPL,Equity
3/4/2013,15.0018,15.2929,14.9643,114913,15.2786,1.36E+12,582737596,15.1195,AAPL,Equity
3/5/2013,15.398,15.5425,15.0268,122361,15.0529,1.36E+12,638428168,15.334,AAPL,Equity
3/6/2013,15.2022,15.5446,15.1582,87907,15.5182,1.36E+12,460249076,15.2769,AAPL,Equity
3/7/2013,15.3779,15.4289,15.0379,92319,15.1607,1.36E+12,468471304,15.2459,AAPL,Equity
3/8/2013,15.4186,15.5511,15.3075,77576,15.35,1.36E+12,391547044,15.4283,AAPL,Equity
3/11/2013,15.6382,15.6789,15.1836,91861,15.3482,1.36E+12,474233424,15.4452,AAPL,Equity
3/12/2013,15.3011,15.6743,15.2704,95815,15.5571,1.36E+12,465909892,15.4294,AAPL,Equity
3/13/2013,15.2982,15.5179,15.1914,75748,15.3018,1.36E+12,405816768,15.3624,AAPL,Equity
3/14/2013,15.4464,15.5229,15.3732,62833,15.4582,1.36E+12,303874984,15.4466,AAPL,Equity
3/15/2013,15.845,15.8654,15.6161,117295,15.6404,1.36E+12,643959148,15.7492,AAPL,Equity
3/18/2013,16.2757,16.3379,15.7571,117613,15.7661,1.36E+12,606196360,16.1218,AAPL,Equity
3/19/2013,16.2318,16.4632,16.0179,106968,16.4107,1.36E+12,526773240,16.2144,AAPL,Equity
3/20/2013,16.1457,16.3439,16.0568,62380,16.3364,1.36E+12,308660632,16.1491,AAPL,Equity
3/21/2013,16.1689,16.3564,16.075,77565,16.0793,1.36E+12,383253640,16.2202,AAPL,Equity
3/22/2013,16.4968,16.5036,16.1825,80521,16.235,1.36E+12,395104444,16.3884,AAPL,Equity
3/25/2013,16.5564,16.7839,16.4921,101997,16.5961,1.36E+12,501133752,16.6212,AAPL,Equity
3/26/2013,16.4691,16.6371,16.4475,60811,16.6229,1.36E+12,294260092,16.5118,AAPL,Equity
3/27/2013,16.1457,16.3143,16.0975,72166,16.3021,1.36E+12,331395176,16.1875,AAPL,Equity
3/28/2013,15.8093,16.1364,15.7721,87844,16.065,1.36E+12,442982344,15.9054,AAPL,Equity
4/1/2013,15.3182,15.8464,15.2764,83887,15.7821,1.36E+12,389729956,15.5059,AAPL,Equity
4/2/2013,15.3497,15.6479,15.2286,111548,15.2714,1.36E+12,529772936,15.4497,AAPL,Equity
4/3/2013,15.4282,15.6171,15.3682,72872,15.4061,1.36E+12,363214908,15.4827,AAPL,Equity
4/4/2013,15.2757,15.5357,15.1875,77269,15.4914,1.37E+12,358658552,15.3023,AAPL,Equity
4/5/2013,15.1143,15.1768,14.9886,80197,15.1607,1.37E+12,383693912,15.0912,AAPL,Equity
4/8/2013,15.2218,15.2679,15.0889,57695,15.1732,1.37E+12,301058968,15.1805,AAPL,Equity
4/9/2013,15.2493,15.3036,15.0982,59733,15.2271,1.37E+12,306752460,15.1976,AAPL,Equity
4/10/2013,15.5604,15.6093,15.2146,77910,15.2893,1.37E+12,375926992,15.4601,AAPL,Equity
4/11/2013,15.5118,15.6425,15.4,68008,15.49,1.37E+12,328616372,15.5121,AAPL,Equity
4/12/2013,15.35,15.5054,15.3246,46975,15.5054,1.37E+12,238725116,15.3827,AAPL,Equity
4/15/2013,14.9946,15.2818,14.9839,62928,15.25,1.37E+12,317500792,15.1017,AAPL,Equity
4/16/2013,15.2229,15.2361,15.0204,60517,15.0561,1.37E+12,305771032,15.1429,AAPL,Equity
4/17/2013,14.3857,15.0214,14.2182,197056,15.0096,1.37E+12,945053844,14.5029,AAPL,Equity
4/18/2013,14.0018,14.4925,13.9194,137532,14.4639,1.37E+12,666296652,14.1224,AAPL,Equity
4/19/2013,13.9475,14.2714,13.7536,117052,13.8561,1.37E+12,609272804,14.037,AAPL,Equity
4/22/2013,14.2382,14.3643,13.9741,82336,14.0229,1.37E+12,429914968,14.1711,AAPL,Equity
4/23/2013,14.5046,14.585,14.2432,124813,14.4282,1.37E+12,664235796,14.568,AAPL,Equity
4/24/2013,14.4808,14.8304,14.0179,192812,14.055,1.37E+12,969833564,14.4159,AAPL,Equity
4/25/2013,14.585,14.7836,14.5357,72771,14.6866,1.37E+12,384836620,14.636,AAPL,Equity
4/26/2013,14.9002,14.956,14.5804,96206,14.6361,1.37E+12,764275960,14.8101,AAPL,Equity
4/29/2013,15.3614,15.4863,15,105930,15.0161,1.37E+12,640324440,15.3235,AAPL,Equity
4/30/2013,15.8136,15.9018,15.4311,128475,15.5393,1.37E+12,691537448,15.7027,AAPL,Equity
5/1/2013,15.6889,15.8904,15.5139,98230,15.8736,1.37E+12,507154788,15.6866,AAPL,Equity
5/2/2013,15.9114,16.0211,15.7368,78564,15.7779,1.37E+12,422024736,15.949,AAPL,Equity
5/3/2013,16.0707,16.1868,16.0411,71674,16.1182,1.37E+12,361518136,16.1056,AAPL,Equity
5/6/2013,16.4539,16.5071,16.2254,87580,16.2754,1.37E+12,496640648,16.4216,AAPL,Equity
5/7/2013,16.3806,16.6339,16.2036,94544,16.6061,1.37E+12,483752304,16.398,AAPL,Equity
5/8/2013,16.5657,16.6204,16.2789,85824,16.3943,1.37E+12,472596152,16.532,AAPL,Equity
5/9/2013,16.3132,16.5357,16.2707,78482,16.4218,1.37E+12,398749904,16.4071,AAPL,Equity
5/10/2013,16.1775,16.4182,16.0886,67771,16.3561,1.37E+12,334849928,16.1964,AAPL,Equity
5/13/2013,16.2407,16.3536,16.125,57203,16.1254,1.37E+12,317109240,16.2629,AAPL,Equity
5/14/2013,15.8521,16.2571,15.7911,90136,16.2089,1.37E+12,447115760,16.0056,AAPL,Equity
5/15/2013,15.3161,15.75,15.0843,146673,15.6843,1.37E+12,741612340,15.3827,AAPL,Equity
5/16/2013,15.5206,15.6375,14.9607,119269,15.1157,1.37E+12,603463112,15.4146,AAPL,Equity
5/17/2013,15.4736,15.7175,15.3932,80136,15.6804,1.37E+12,428079316,15.5159,AAPL,Equity
5/20/2013,15.8189,15.9214,15.3607,80763,15.4254,1.37E+12,451575936,15.7525,AAPL,Equity
5/21/2013,15.7021,15.91,15.5071,88460,15.6482,1.37E+12,456296960,15.7048,AAPL,Equity
5/22/2013,15.7626,16.0125,15.6507,88653,15.8589,1.37E+12,443259432,15.8555,AAPL,Equity
5/23/2013,15.7907,15.9343,15.5639,75280,15.5696,1.37E+12,353380944,15.7955,AAPL,Equity
5/24/2013,15.8982,15.9164,15.7271,57607,15.7446,1.37E+12,276426556,15.8619,AAPL,Equity
5/28/2013,15.7657,16.1111,15.7446,73230,16.0679,1.37E+12,386144752,15.8922,AAPL,Equity
5/29/2013,15.8911,15.9821,15.6929,66167,15.7143,1.37E+12,330782676,15.8801,AAPL,Equity
5/30/2013,16.1279,16.2321,15.8754,70989,15.9161,1.37E+12,353714592,16.0601,AAPL,Equity
5/31/2013,16.062,16.325,16.0536,75074,16.1607,1.37E+12,384300168,16.2102,AAPL,Equity
6/3/2013,16.0971,16.1557,15.8029,73311,16.0975,1.37E+12,372348564,15.9622,AAPL,Equity
6/4/2013,16.0468,16.2296,15.9782,60252,16.1864,1.37E+12,292726084,16.1147,AAPL,Equity
6/5/2013,15.8968,16.0971,15.8468,59738,15.9161,1.37E+12,290589348,15.9415,AAPL,Equity
6/6/2013,15.6593,15.9643,15.5018,84272,15.9096,1.37E+12,417073832,15.6688,AAPL,Equity
6/7/2013,15.779,15.83,15.4561,79492,15.5893,1.37E+12,404742744,15.6611,AAPL,Equity
6/10/2013,15.6746,16.0385,15.6,91815,15.8832,1.37E+12,450356172,15.8471,AAPL,Equity
6/11/2013,15.6286,15.8129,15.4757,59037,15.5621,1.37E+12,286384084,15.6959,AAPL,Equity
6/12/2013,15.4354,15.7589,15.4107,55509,15.6964,1.37E+12,265423704,15.5427,AAPL,Equity
6/13/2013,15.5702,15.6121,15.3125,61953,15.4464,1.37E+12,286112344,15.4601,AAPL,Equity
