date,target,candle_1_pattern_name,candle_2_pattern_name,candle_3_pattern_name,level_nearest_support_duration,level_nearest_resistance_duration,anomaly_gap_signal,anomaly_vol_anomaly,anomaly_vol_anomaly_2,anomaly_wick_bear_signal,anomaly_wick_bull_signal
2018-06-25,Resistance,SPIN_TOP,,BEARISH Three Black Crows,69,41.0,-0.3924894994086133,0.19791735006393324,0.0,0.7822699942728183,1.2699280484622761
2018-06-26,Resistance,,,,70,42.0,0.0,0.3050509983099805,0.0,0.0,1.2588102233104437
2018-06-27,Resistance,,,,2,43.0,0.0,0.007420359310491319,0.0,0.0,0.8099247397652597
2018-06-28,Resistance,,BULLISH ENGULFING,,3,44.0,-0.0,0.16195489643240774,0.0,0.0,0.0
2018-06-29,Resistance,,BEARISH (Meeting Lines),,4,2.0,0.0,0.029597974047640103,0.0,1.5365208271444695,0.0
2018-07-02,Resistance,,BULLISH ENGULFING,,7,5.0,-0.4240459627174229,0.890784815104628,0.0,0.0,0.0
2018-07-03,Resistance,MARUBOZU,BEARISH (Dark Cloud Cover),,4,6.0,0.0,0.6227485520514359,0.0,0.0,0.0
2018-07-05,Resistance,DOJI_SPINOFF,BULLISH HARAMI CROSS,,6,8.0,0.4243367363839299,0.7327310765503023,0.0,0.2921262563593201,0.286289897424199
2018-07-06,Resistance,,,,9,15.0,0.0,0.36016911825419806,0.0,0.0,0.0
2018-07-09,Resistance,short,,,18,31.0,0.6795814408219415,0.3482902144895353,0.0,0.0,0.0
2018-07-10,Resistance,short,,,19,32.0,0.0,0.6178749076730308,0.0,0.0,0.0
2018-07-11,Resistance,,,,20,33.0,-0.9160935008465577,0.506851624927275,0.0,0.0,0.7588015466017421
2018-07-12,Resistance,,,,21,34.0,0.5138176429387099,0.1260971015806424,0.0,0.0,0.0
2018-07-13,Resistance,short,,,2,30.0,0.0,0.5466261774995661,0.0,0.0,0.0
2018-07-16,Resistance,,BEARISH ENGULFING,,5,33.0,0.0,0.35629100197621083,0.0,0.250312789682315,0.5560920376529486
2018-07-17,Resistance,,BULLISH (Piercing Pattern),,6,34.0,-0.37728077360926293,0.4306777095209125,0.0,0.29781850981689423,0.0
2018-07-18,Resistance,,,,7,35.0,0.0,0.14906498111899455,0.0,0.08748407184553024,0.0
2018-07-19,Resistance,,BULLISH ENGULFING,,2,36.0,-0.0,0.49668644618490754,0.0,0.0,0.16796612886652285
2018-07-20,Resistance,DOJI_SPINOFF,BEARISH HARAMI CROSS,,3,37.0,-0.0,0.6163871367842458,0.0,1.441244234386366,0.10632803451796718
2018-07-23,Resistance,,,,6,40.0,-0.1696533110968742,0.1675334072467136,0.0,0.779822465677329,0.0
2018-07-24,Resistance,,,,41,47.0,0.22743612010367908,0.44619643663684705,0.0,0.0,0.16737552264156838
2018-07-25,Support,,,,48,,0.0,0.48482077510033533,1.0,0.05883139522317951,0.0
2018-07-26,Support,DOJI_SPINOFF,BEARISH HARAMI CROSS,,49,,-0.0,0.5713636435842628,0.0,0.006349118540889306,1.1483518139917668
2018-07-27,Support,long,,,10,,0.40480944493674514,1.1482914375797946,0.0,0.35841897826571567,0.0
2018-07-30,Support,,BULLISH (Matching Low),,13,4.0,0.48015559872407787,0.1918412388601229,0.0,0.23030918819838778,0.0
2018-07-31,Resistance,DOJI,BULLISH HARAMI CROSS,,14,5.0,0.0,0.2881799159784035,1.0,0.2989762476744507,1.4609130166701998
2018-08-01,Support,,,,6,,3.247197702480866,0.0,0.0,0.9585004328383752,0.0
2018-08-02,Support,long,,,7,,-0.0,0.5322324323025849,1.0,0.0,0.37653440860216764
2018-08-03,Support,short,,,8,,-0.0,0.5227396352060215,0.0,0.6519517185270991,0.034771221524030616
2018-08-06,Support,short,,,11,,0.0,0.3461617238561032,1.0,0.0,0.0
2018-08-07,Support,,BEARISH ENGULFING,,12,,0.0,0.06379301746272904,0.0,0.0,0.0
2018-08-08,Support,short,,,13,,-0.0,0.2665901840203797,0.0,0.5983877255132437,0.02286591218446923
2018-08-09,Support,,,,14,,0.0,0.10274079487246832,0.0,0.0,0.47160864289898846
2018-08-10,Support,DOJI_SPINOFF,BEARISH HARAMI CROSS,,2,,-0.4893391033217729,0.7647146108580762,0.0,0.0,0.9978758485383045
2018-08-13,Support,,,,5,,0.0,0.1868749708085986,0.0,0.0,1.0381770545628768
2018-08-14,Support,DOJI_SPINOFF,,,6,,0.36409257514429605,0.5284671731614985,0.0,0.8817654568036815,0.0
2018-08-15,Resistance,,BULLISH ENGULFING,,7,2.0,-0.0,0.15930142124295843,0.0,0.09922355026673896,0.0
2018-08-16,Support,,,,3,,0.5344065971023447,0.20782237461710262,1.0,0.0,0.0
2018-08-17,Support,LONG_MARUBOZU,,BULLISH Three White Soldiers,4,,0.0,0.9954778394332138,0.0,0.0,0.0
2018-08-20,Support,,BEARISH (Dark Cloud Cover),,7,,0.0,0.3331249919639397,0.0,0.0,0.4051657735855672
2018-08-21,Support,,BULLISH (Matching Low),,8,,0.5321398036817953,0.07778585185657494,0.0,0.534394764259428,0.0
2018-08-22,Resistance,short,,,9,2.0,-0.060366614074755805,0.3231382986654346,0.0,0.0,0.6158660950535468
2018-08-23,Resistance,short,,,10,3.0,-0.0,0.34837354121949876,0.0,0.0,0.6474026996726548
2018-08-24,Resistance,short,,,2,4.0,0.2986177462289188,0.5204514672418323,0.0,0.7729613283806854,0.0
2018-08-27,Resistance,SPIN_TOP,,,5,7.0,0.12583799109954227,0.32921041152681696,0.0,0.29410548677649684,0.0
2018-08-28,Support,,,,8,,0.1706661187165971,0.3966943787216607,0.0,0.0,0.015843118611027763
2018-08-29,Support,long,,BULLISH Three White Soldiers,9,,0.0,0.8073567521750745,0.0,0.2934628259534677,0.0
2018-08-30,Support,,,BULLISH Three White Soldiers,10,,0.0,0.04910318291869812,0.0,0.36516897552399397,1.6547552171515396
2018-08-31,Support,,,BULLISH Three White Soldiers,11,,0.711699332843078,0.1393626925811282,0.0,0.0,0.015624374785926287
2018-09-04,Support,DOJI,,,15,,0.0,0.8593297697976133,0.0,1.2294451426397153,0.0
2018-09-05,Support,,,,16,,0.0,0.5145971371503216,0.0,0.8500920921631506,0.0
2018-09-06,Support,,,,17,,-0.0,0.785933883337167,0.0,0.6215708642117342,0.0494528975337452
2018-09-07,Support,DOJI_SPINOFF,BULLISH (Matching Low),,18,2.0,-0.44625794212007214,0.5339418517774964,1.0,0.0,1.3262234362329963
2018-09-10,Support,,,,21,5.0,-0.0,0.4634402776184647,0.0,0.5910606028033295,0.0
2018-09-11,Support,long,BULLISH ENGULFING,,22,6.0,-0.0,1.3326896485882072,0.0,0.18841091106158236,0.0
2018-09-12,Support,,BEARISH (Meeting Lines),,2,7.0,0.4308802636679671,0.2893165976963268,0.0,0.006617763549779787,0.0
2018-09-13,Support,,,,3,8.0,1.2924620947553074,0.050892804076543764,0.0,0.0,0.6384493264604852
2018-09-14,Support,,BEARISH HARAMI  ,,4,9.0,-0.0,0.22721595072414155,0.0,0.09930994145162758,0.0
2018-09-17,Support,,,,7,4.0,-0.5077457295136435,0.47236134945973135,0.0,0.0,0.0
2018-09-18,Support,DOJI_SPINOFF,,,8,5.0,-0.0,0.7177843326091785,0.0,0.0,1.3192296596144801
2018-09-19,Support,DOJI,,,9,6.0,0.0,0.7395719356796386,0.0,1.210601218322553,0.0
2018-09-20,Support,DOJI_SPINOFF,,,10,7.0,0.8633912792772389,0.7086057934599267,0.0,0.0,0.29154013720537647
2018-09-21,Support,,,,11,8.0,0.0,0.0,0.0,0.0,0.0
2018-09-24,Resistance,long,BULLISH ENGULFING,,14,4.0,-0.0,0.47534834455213487,0.0,0.0,0.0
2018-09-25,Resistance,,,,15,5.0,-0.08902196100340241,0.02655875446778626,0.0,0.0,0.0
2018-09-26,Resistance,DOJI_SPINOFF,BEARISH HARAMI CROSS,,2,6.0,-0.19272505184565775,0.47899060965141305,0.0,0.0,0.9414043324788368
2018-09-27,Resistance,,,,7,14.0,1.3701732152825665,0.34132853076358854,0.0,0.0,0.042057177346655795
2018-09-28,Resistance,,,,8,15.0,-0.0,0.3093872846933694,0.0,0.10637459950638842,0.0
2018-10-01,Resistance,SPIN_TOP,BEARISH (Meeting Lines),,11,18.0,0.5946303215712645,0.41474652456270816,0.0,0.238294148655389,0.18612436078535283
2018-10-02,Resistance,,BULLISH ENGULFING,,19,27.0,-0.0,0.2193675174450195,0.0,0.0,0.0
2018-10-03,Support,,,,28,,0.0,0.19486582094949478,0.0,0.0,0.1751992944795031
2018-10-04,Support,,,,21,,-0.162813897109576,0.4497413641775501,0.0,0.686251876039485,0.24588920208128778
2019-01-23,Resistance,DOJI_SPINOFF,BULLISH HARAMI CROSS,,9,5.0,0.0,0.5996043791929208,0.0,1.0464813936254207,0.27476576726844154
2019-01-24,Resistance,,,,10,6.0,0.0,0.065841135875511,0.0,0.0,0.0
2019-01-25,Support,,,,2,7.0,1.2435448845871147,0.3472236419252116,0.0,0.07417362475504828,0.0
2019-01-28,Resistance,HAMMER,BEARISH HARAMI  ,,5,10.0,-0.4358605906321487,0.5524030593248744,0.0,0.6760736647861881,0.0
2019-01-29,Resistance,,,,6,11.0,-0.0,0.044655692420095636,0.0,0.0,1.422116827071618
2019-01-30,Resistance,,,,30,48.0,2.449989161136686,0.10547986972809087,0.0,1.034213406635776,0.1268407125184713
2019-01-31,Resistance,DOJI_SPINOFF,,,31,49.0,0.0,0.7102763072669194,0.0,0.03575448908506318,1.2878984332244208
2019-02-01,Resistance,DOJI_SPINOFF,,,32,50.0,0.0,0.5477981509750919,0.0,0.0,0.5747275806311553
2019-02-04,Resistance,long,,,35,53.0,0.0,1.1315458442963435,0.0,0.0,0.0
2019-02-05,Resistance,,,,54,71.0,0.0,0.17576088736167345,0.0,0.0,0.0
2019-02-06,Support,DOJI_SPINOFF,,,55,65.0,0.0,0.5668722696315117,0.0,0.292202388445865,0.0
2019-02-07,Resistance,,,,38,66.0,-0.19953325384672926,0.040005849931304266,0.0,0.0,0.3489956205127566
2019-02-08,Resistance,,BEARISH (Meeting Lines),,39,2.0,-0.211496873582082,0.008748828152530351,0.0,0.0,0.0
2019-02-11,Resistance,,BEARISH (Dark Cloud Cover),,42,5.0,0.0,0.08522006913348174,0.0,0.0,0.0
2019-02-12,Resistance,,BULLISH HARAMI,,4,6.0,0.0,0.31190092474432274,0.0,0.0,0.0
2019-02-13,Resistance,,BEARISH (Dark Cloud Cover),,5,7.0,0.0,0.05818812186543545,0.0,0.0,0.4146831166753385
2019-02-14,Resistance,,BULLISH (Piercing Pattern),,6,8.0,-0.0,0.11327656198453792,0.0,0.0,0.0
2019-02-15,Resistance,,,,7,2.0,0.0,0.28139095290756216,0.0,0.13331266902433822,0.0
2019-02-19,Resistance,,BULLISH (Piercing Pattern),,5,6.0,-0.0,0.01801695275518726,0.0,0.0,0.0
2019-02-20,Resistance,,,,6,7.0,0.0,0.2453148410449998,0.0,0.0,0.7053838666223108
2019-02-21,Resistance,,,,7,8.0,-0.0,0.21838492983693197,0.0,0.4657411370442835,0.0
2019-02-22,Resistance,,,,8,9.0,0.0,0.20169639717522586,0.0,0.0,0.0
2019-02-25,Resistance,DOJI,,,12,19.0,0.6008420764355767,0.8924434051963243,0.0,0.0,1.0856568062364946
2019-02-26,Resistance,,,,13,20.0,-0.0,0.22755911609347346,1.0,0.22788620775480622,0.18333255243870797
2019-02-27,Resistance,,,,14,21.0,-0.4384570217697185,0.4943184637111706,0.0,0.07874720800550129,0.0
2019-02-28,Resistance,,,,15,22.0,-0.0,0.09891062595779143,0.0,0.0,0.0
2019-03-01,Resistance,HAMMER,,,2,23.0,0.39766314574602146,0.2738127090309403,0.0,1.3768471186095415,0.0
2019-03-04,Resistance,DOJI,,,5,26.0,0.0,0.7193980218353513,0.0,1.173894311813138,1.3049174698425818
2019-03-05,Resistance,HAMMER,BEARISH ENGULFING,,6,27.0,0.0,0.3775786947339778,0.0,0.19659003388501875,0.0
2019-03-06,Resistance,DOJI_SPINOFF,BULLISH (Matching Low),,7,28.0,-0.2282142572465996,0.6855371056116786,1.0,0.0,0.15519465533405316
2019-03-07,Resistance,long,,,22,8.0,-0.0,0.7255210603867672,0.0,0.0,0.0
2019-03-08,Resistance,long,BEARISH (Meeting Lines),,23,9.0,-1.2666090292348824,1.3219093976358471,0.0,0.10180016659225635,0.0
2019-03-11,Resistance,LONG_MARUBOZU,,,33,98.0,1.054124893511959,0.8999093892775354,0.0,0.0,0.0
2019-03-12,Resistance,,,BULLISH Three White Soldiers,34,99.0,0.0,0.27561891309962816,0.0,0.0,1.3559027459362842
2019-03-13,Resistance,SPIN_TOP,,,35,100.0,0.07365570488315053,0.49196435539565847,0.0,0.1933176189755948,0.308998828966355
2019-03-14,Resistance,DOJI_SPINOFF,BULLISH (Matching Low),,36,101.0,0.5429794563099583,0.7428726930516493,0.0,0.550942679234816,0.0
2019-03-15,Resistance,,,,102,121.0,0.0,0.10312438313988845,0.0,0.3552482943549729,0.538028085983588
2019-03-18,Support,long,,,105,122.0,-0.0,0.6529873738283234,1.0,0.0,0.0
2019-03-19,Support,,,,106,123.0,0.0,0.27705676487030034,0.0,0.0,0.0
2019-03-20,Resistance,,,,107,124.0,-0.0,0.2768566090283637,0.0,0.8443779540301876,0.6360114778158842
2019-03-21,Support,long,,,125,136.0,0.7440365233167959,0.6390412000845846,0.0,0.0,0.3923233964182487
2019-03-22,Support,,,,2,137.0,0.0,0.5458859512631085,0.0,0.0,1.0329712217573532
2019-03-25,Support,,BULLISH (Matching Low),,5,140.0,0.0,0.06030959195743583,1.0,1.377097492862392,0.0
2019-03-26,Resistance,,,,6,4.0,1.4073357403412576,0.45366680245793467,0.0,0.9413338520928749,0.14197519799090744
2019-03-27,Resistance,DOJI_SPINOFF,BULLISH HARAMI CROSS,,7,5.0,0.4516967143311958,0.7102331551426381,0.0,0.4994107809229857,0.0
2019-03-28,Resistance,DOJI_SPINOFF,BULLISH (Matching Low),,8,6.0,0.0,0.5388917534025156,0.0,0.0,0.0
2019-03-29,Resistance,DOJI_SPINOFF,,,9,7.0,0.0,0.677698861163052,0.0,0.01673557022842067,0.0
2019-04-01,Resistance,HAMMER,,,12,10.0,0.33038977421065235,0.6459108871033885,0.0,0.8355905720250099,0.0
2019-04-02,Resistance,long,BULLISH ENGULFING,,13,11.0,-0.0,0.5124274831403932,0.0,0.0,0.0
2019-04-03,Resistance,,,,14,12.0,-0.0,0.12777745791877942,0.0,0.0,0.5780321172582269
2019-04-04,Resistance,,,BULLISH Three White Soldiers,15,13.0,-0.0,0.32135437648734666,0.0,0.40650680210505613,0.0
2019-04-05,Resistance,short,,,16,14.0,0.0,0.4515701543155745,0.0,0.0,0.0
2019-04-08,Resistance,MARUBOZU,,,17,154.0,-0.0,0.9723964968933131,0.0,0.0,0.0
2019-04-09,Resistance,,BEARISH (Meeting Lines),,18,155.0,0.0,0.35224454841626157,0.0,0.0,1.8561732790793537
2019-04-10,Resistance,,BULLISH ENGULFING,,19,156.0,-0.10064095630909087,0.1076182222386775,0.0,0.0,0.0
2019-04-11,Support,,BEARISH (Dark Cloud Cover),,20,2.0,0.0,0.07101525464277836,0.0,0.0,0.0
2019-04-12,Resistance,DOJI_SPINOFF,BULLISH (Matching Low),,21,3.0,0.0,0.7216416331426249,1.0,1.5580051007047386,0.3564424794622009
2019-04-15,Resistance,,BULLISH ENGULFING,,24,6.0,-0.0,0.3714481112056526,0.0,0.0,0.0
2019-04-16,Resistance,DOJI_SPINOFF,,,4,7.0,0.0,0.7761221465423659,0.0,0.0,1.1142210724480333
2019-04-17,Support,long,,,8,160.0,0.0,1.1127130741261826,0.0,0.021238328308158663,0.0
2019-04-18,Support,,,,9,161.0,-0.0,0.46506730984651556,0.0,0.0,0.0
2019-04-22,Support,,,,13,165.0,-1.1340092878632442,0.122302616076856,1.0,0.0,0.0
2019-04-23,Support,,,,14,166.0,-0.0,0.7125487671764072,0.0,0.0,0.0
2019-04-24,Support,DOJI_SPINOFF,BEARISH HARAMI CROSS,,15,167.0,-0.0,0.6668864671363537,0.0,0.0,0.6612667293538584
2019-04-25,Support,,,,16,168.0,-0.0,0.03301737325442593,0.0,0.0,0.29041877519024895
2019-04-26,Support,HAMMER,BULLISH (Matching Low),,17,2.0,-0.058384987282960155,0.4787305751240864,1.0,1.5969742822705226,0.0
2019-04-29,Support,DOJI_SPINOFF,BULLISH HARAMI CROSS,,20,5.0,0.0,0.7878371760813025,0.0,0.0,0.8264881134333706
2019-04-30,Resistance,long,,,21,6.0,-1.8861818603826002,0.16471445087823317,0.0,0.6848379662770884,0.0
2019-05-01,Resistance,DOJI_SPINOFF,,,174,184.0,3.356786869303262,0.02024034884991982,0.0,0.0,2.3733873777161927
2019-05-02,Resistance,DOJI_SPINOFF,,,8,185.0,-0.0,0.37763261836645945,0.0,0.1308586330822794,0.6799424760730823
2019-05-03,Resistance,,,,9,2.0,0.0,0.13824778997950468,0.0,0.0,0.0
2019-11-27,Resistance,,,,7,8.0,0.5551991745904346,0.040129694242346636,0.0,0.0,0.0
2019-11-29,Resistance,SPIN_TOP,BEARISH HARAMI  ,,9,10.0,-0.37150463473116485,0.377369258473826,0.0,0.0,0.9240299988998167
2019-12-02,Support,,BEARISH ENGULFING,,12,13.0,0.0,0.416713548445013,0.0,0.0,0.9713761639032672
2019-12-03,Resistance,,BEARISH (Meeting Lines),,27,13.0,-2.499124865666644,0.27936337026673075,0.0,0.8447447114852858,0.0
2019-12-04,Resistance,short,,,28,14.0,0.0,0.47630431860490785,0.0,0.0,1.491531134869583
2019-12-05,Resistance,,,,29,16.0,0.18299553371945732,0.04037611884244997,0.0,0.07749640998994291,0.0
2019-12-06,Support,MARUBOZU,,,17,,0.07754168341497789,0.49155436166441074,0.0,0.0,0.0
2019-12-09,Support,,,,33,,-0.0,0.2636585722725316,0.0,0.912859610076954,0.39993244487587176
2019-12-10,Resistance,DOJI,BULLISH HARAMI CROSS,,34,4.0,0.05564299405539351,0.8970531286214601,0.0,0.9609383652550997,1.0004688008909282
2019-12-11,Resistance,,,,35,5.0,0.0,0.05714095657464828,0.0,0.0,0.0
2019-12-12,Support,,,,6,,-0.8032947188311248,0.43035356953692183,0.0,0.0,0.48447963316307613
2019-12-13,Support,,,,7,,0.0,0.3743309218166155,1.0,0.0,0.0
2019-12-16,Support,,,BULLISH Three White Soldiers,10,,0.27911237965960844,0.11118707440045873,0.0,0.0,0.3528324534849021
2019-12-17,Support,short,,,11,,-0.0,0.6048119921097407,0.0,0.0022045258696823146,0.6795742903564603
2019-12-18,Support,DOJI,BEARISH HARAMI CROSS,,12,,-0.0,0.9290867670885367,0.0,0.0,1.0108707247556108
2019-12-19,Support,SPIN_TOP,BULLISH ENGULFING,,13,,-0.0,0.6061166150098771,0.0,0.0,0.08883814194032554
2019-12-20,Support,,BEARISH ENGULFING,,14,,0.8590564948947135,0.012233248910200573,0.0,0.19226960168935342,0.0
2019-12-23,Support,LONG_MARUBOZU,,,17,,0.0,0.4800274775683705,0.0,0.0,0.0
2019-12-24,Support,short,,,4,,0.0,0.31802184739264877,0.0,0.7701216532252595,0.0
2019-12-26,Support,LONG_MARUBOZU,,,6,,0.0,0.9291161515116432,0.0,0.0,0.0
2019-12-27,Support,SPIN_TOP,BEARISH (Meeting Lines),,7,,0.17811319816808277,0.30769998947746174,0.0,1.0143940987853128,1.8424268367558603
2019-12-30,Support,,BULLISH ENGULFING,,10,,-0.0,0.044781144709502875,0.0,1.9175566735683123,0.13252585502290612
2019-12-31,Resistance,,,,11,4.0,-0.5478829328970464,0.43466094106867886,1.0,0.0,0.0
2020-01-02,Support,,,BULLISH Three White Soldiers,6,,0.9750590474404726,0.43655004874758196,0.0,0.0,0.0
2020-01-03,Support,DOJI_SPINOFF,BEARISH HARAMI CROSS,,7,,-0.9338344274513488,0.7410690021792318,0.0,0.0,1.6708487694832341
2020-01-06,Resistance,,,,10,4.0,-0.8058249523091819,0.9619457604243445,1.0,0.0,0.0
2020-01-07,Resistance,short,,,11,5.0,0.0,0.42112563966796873,0.0,0.0,0.05363093896565114
2020-01-08,Support,,BULLISH ENGULFING,,6,,-0.0,0.7709577930207213,0.0,0.0,0.19002245487251854
2020-01-09,Support,,,,7,,0.9953138563179508,0.17033002418417736,0.0,0.14367596247077835,0.0
2020-01-10,Support,DOJI_SPINOFF,,,8,,0.0,0.8530411632294943,0.0,0.8592007451579748,0.7271121661308685
2020-01-13,Support,MARUBOZU,,,11,,0.0,0.6566298203451593,0.0,0.0,0.0
2020-01-14,Support,,BEARISH HARAMI  ,,12,,-0.0,0.18593569773655433,0.0,0.0,0.0
2020-01-15,Support,DOJI_SPINOFF,BULLISH (Matching Low),,13,,-0.0,0.7382662191413786,0.0,0.6671071892532675,1.4950565634520747
2020-01-16,Resistance,,,BEARISH Abandoned Baby,14,2.0,0.48317280181138783,0.2951765396388715,0.0,0.30296289289094624,0.0
2020-01-17,Support,,,,3,,0.0,0.033154503634251056,0.0,0.0828616991715994,0.0
2020-01-21,Support,short,BEARISH HARAMI  ,,6,,-0.06298704900213198,0.6231982741973373,0.0,0.0,0.5359544278178309
2020-01-22,Support,,,,7,,0.2961106349801208,0.456642913606198,0.0,0.0,0.14524324927865312
2020-01-23,Support,,,,8,,0.0,0.2520998089152807,0.0,0.9196897510856259,0.0
2020-01-24,Support,,BEARISH (Dark Cloud Cover),,9,,0.0,0.03594425341460764,0.0,0.0,1.1489337888189641
2020-01-27,Resistance,DOJI_SPINOFF,,,25,12.0,-2.263584681105533,0.27243496486813296,1.0,1.4677457003778285,0.15261447580174228
2020-01-28,Resistance,long,,,26,4.0,0.3360595087229473,0.9611823080095828,0.0,0.0,0.0
2020-01-29,Support,DOJI,,,5,,0.9513358372113585,0.536496305686943,0.0,0.7378683457411257,0.9802621078008927
2020-01-30,Support,,,,6,,-0.07709176312157538,0.45069536004428723,0.0,0.04299332261519702,0.0
2020-01-31,Support,long,,,4,2.0,-0.0,1.4163687790303379,0.0,0.0,0.16645780326116788
2020-02-03,Resistance,,BEARISH (Meeting Lines),,7,5.0,-0.3915143859026143,0.09352099606920287,0.0,0.2157694458727517,1.293802039573542
2020-02-04,Resistance,,,,8,6.0,0.5564790028242915,0.07670138926647188,0.0,0.0,0.0
2020-02-05,Resistance,short,,,9,7.0,0.07486219390542549,0.3327228352704249,0.0,0.3520175079253585,0.0
2020-02-06,Resistance,,,,10,8.0,0.0,0.16451848383102002,0.0,0.19315667931782457,0.0
2020-02-07,Resistance,,,,11,9.0,-0.0,0.23032065396173318,0.0,0.041114918074508386,0.0
2020-02-10,Resistance,LONG_MARUBOZU,BULLISH (Piercing Pattern),,14,12.0,-0.46173737839072376,0.7174675355515064,0.0,0.0,0.0
2020-02-11,Resistance,,BEARISH (Meeting Lines),,15,13.0,0.0,0.005678783803143391,0.0,0.0,0.0
2020-02-12,Resistance,MARUBOZU,,,2,14.0,0.0,0.3130028631762965,0.0,0.0,0.0
2020-02-13,Resistance,SPIN_TOP,BEARISH HARAMI  ,,3,15.0,-0.0,0.6520072314600199,0.0,0.0,0.5079207055954839
2020-02-14,Resistance,DOJI_SPINOFF,,,4,16.0,-0.0,0.672111377351405,0.0,0.4538354871331753,0.11984707596165649
2020-02-18,Resistance,,,,8,20.0,-1.428498987058356,0.11815846512266046,0.0,0.0,0.0
2020-02-19,Resistance,,,,9,21.0,0.0,0.10474513997715679,0.0,0.0,0.05554349989436234
2020-02-20,Support,,BEARISH HARAMI  ,,2,22.0,-0.0,0.2130930335695742,0.0,0.766230503881703,0.8302990671048144
2020-02-21,Support,,,,25,11.0,-0.0,0.5113800456115809,0.0,0.7809751002403211,0.4809307581591655
