,run_id,total_open,total_closed,total_won,total_lost,win_streak,lose_streak,pnl_net,strike_rate,sqn,total_compound_return,avg_return,annual_norm_return,max_draw_per,max_draw_val,max_draw_len
0,,0,57,20,37,4,10,10373.81,35.08771929824561,0.4127047874226636,0.010320366836853384,8.349811356677496e-06,0.21063677441655573,2.5030814798362733,25046.24979999999,714
