RSI,STOCHASTIC,fwd_returns
56.99161887957657,78.8820755664924,-0.005146250274906672
59.44860621764136,77.27993128379741,0.0038643163019884685
60.94545676236539,79.32208381213559,0.013553008385049692
56.546195743948466,72.48418602562109,-8.816333727623693e-05
54.8321735458181,60.957089881687864,-0.0023277398824343987
55.613371178103286,49.955853787744786,0.0007442449966104103
54.70322098147064,46.21814115015584,-0.01051109179492038
53.706988701999904,40.15243299844165,-0.01882653728264494
55.14014981626437,31.906370186556806,-0.002733304432802508
55.991084917448,29.00893437296936,0.004991213691873941
55.047661854052066,22.05610995266942,-0.00024298831447100433
52.86923024764799,6.17449442293058,-0.003595051083682743
54.131268576133245,-5.708221626452116,0.003168352012791864
52.87657371062597,-12.259848211162991,-0.004958482836870948
50.85399713524318,-12.380830301668718,-0.013393185124234042
51.66368282920718,-14.811572035359553,-0.008558213528164216
51.68917421582673,-12.019635650231633,-0.0026152603776942174
53.57847619151676,-0.10185284480189488,-0.00106262083622366
53.798959529588565,7.591111111111085,0.0029913960341787504
57.30992555384585,28.097777777777637,0.019658800664229092
57.30992555384585,41.97333333333327,0.01721217703953526
55.91457885143395,51.048888888888854,0.013779118136439283
52.352602377213145,36.54553459119485,-0.0008273620447661889
55.31203669723739,36.18486622025633,0.007581685836200114
56.59179637648612,43.610503563164755,0.0008544449394218834
57.025966633456754,62.277748330725444,0.00225661099385821
57.69621663393502,69.59115179304455,0.007730126979242247
57.35001203616985,72.09258205274159,0.016013840216475117
56.36713206492534,69.90032330136138,0.004615891856248
57.619424699108684,69.57395600945064,0.004246687292043694
56.97562134383908,66.49722944094856,0.0014135820460505766
59.14406985835159,69.80045917426547,0.005816743496153576
61.54136441496584,73.91875996269188,0.01445162417045065
62.50999517573588,84.76394246365098,0.020078036684534784
62.322089439550105,92.827409542107,0.015875899149894623
61.389201013656255,92.1824699515007,0.015440138539226211
58.15560529425295,81.12150967088179,0.002110833200803963
57.93834512730707,68.70529913103313,-0.006082777419123331
55.24932631788272,51.078810706439235,-0.015099951382732124
54.489792733251655,38.91296868035408,-0.016400243178485763
58.308272852170894,41.46573329876427,-0.0037762618590387875
58.308272852170894,52.467375334889184,0.002907102563732611
58.35293831647697,65.64687581021542,0.0035002381605346855
56.64062877853579,56.14616171150417,0.005807369551961372
56.94937295995515,47.73870066437225,0.008362298395893086
56.998524478120004,38.64872974158908,-0.0024383402024038547
59.93745011992177,43.914177449368545,0.005603147544756881
64.457532397915,63.64452270826862,0.019935705193208086
63.89386658199937,81.56878812777816,0.022453015387280173
62.8576146437051,90.04023985242681,0.01960020768431958
63.7447740354109,85.1238625977829,0.02238084937630691
60.27575987860653,75.59022199133504,0.00747453650720975
59.167797884887506,68.49841199497733,-0.009018537713564534
59.204973620052364,59.347071423295624,-0.007849393295545237
60.025735162657725,59.561267449589955,-0.003592899073484479
57.55662481276738,57.10909225201261,-0.011185240560249388
57.57001877951275,54.58305635571304,-0.00454374418720227
58.27291356843052,51.54738163823018,-0.0004909634267823426
58.41929592798092,53.88137971785204,-0.00022055423143962916
60.16497011610115,58.040465498583224,0.0020016751607727645
58.02679605964225,55.104725068795254,0.0029456236448703876
62.40030716982246,68.19571865443388,0.01516264540377854
61.436643034867245,77.03555045871519,0.011518391696506702
60.82638448623121,88.02106247364195,0.010019640773106353
59.22169440235512,78.84955460302206,0.002507721515400352
60.69844341428557,68.29798737140904,0.010432296740884972
61.555018171952035,63.554618003835905,0.0006182423650582525
62.765973012426024,59.444565734938536,0.0058202957301409786
66.78526305118423,72.65191112670648,0.019727756954034392
65.61120982814519,80.92360489406144,0.02065461637388899
64.67751973856464,90.57743957027745,0.014934406846461412
62.94850509608453,81.83882746683248,0.009492582164898344
63.78503575440683,77.71761664826276,0.00855747432057985
61.84699624743687,71.95860288675209,-0.007434430533676095
62.464980089974596,72.8044537230341,-0.0036831647523902777
63.419525678972796,73.945720250522,0.0006448928645725882
62.52197657272799,76.13882704589051,0.002149131653440328
53.37695997016918,55.39723707894419,-0.01780919806575587
54.700965010723955,34.97002747305268,-0.01112379573425415
57.828751232399796,24.866636459644862,-0.004336073490886605
61.77214753409354,43.50115917453453,0.005225116594942625
62.365883113699276,61.32973134164185,0.008730775637110666
63.035825111546814,73.6821614887487,0.0289605289181476
62.36645580115261,76.9913571595422,0.02410283123794521
61.56908789972169,76.26131580275087,0.013769759570087636
60.4273499157429,69.69600547138475,-0.0008203671660107492
63.47930939657833,67.89272348417008,0.006783812420018576
66.1184667917173,71.692294285513,0.01387363391729357
66.75575134322835,80.58460807904919,0.01759667862690928
66.81495663608514,86.35895852629423,0.019386195596800215
66.81495663608514,88.31944015642692,0.02163683782030934
65.08608187678739,85.38244975095995,0.008856572725036038
64.76346549714123,81.86637965878329,-0.0010020786360896983
65.20839202063226,77.91464470987074,-0.0019589035543966515
55.869326677303285,64.55747788789749,-0.020064292178235243
50.24604086903336,42.16713881019841,-0.03357780569174851
50.34422611662536,20.39187913125604,-0.030400736987563404
50.34422611662536,11.123701605288126,-0.02985529838354395
48.73276607898322,4.368158555780786,-0.03524148573284969
49.196441571949755,-1.6938085108884833,-0.016498625114573673
46.591565627468576,-12.972426274885573,-0.009594554932845223
45.33230753517789,-12.875173620220554,-0.01332960737739275
43.93341076870918,-16.172855971989947,-0.01728377811932369
45.524931180232066,-8.661943590429162,-0.009547862078641889
44.365492446515134,-7.461823163121692,-0.013916431339298874
43.7676700691505,-3.5461638207164783,-0.00878437017124234
46.05202702765784,-2.3723719626707704,-0.0001557720629886683
48.27656930055323,3.58811290385888,0.009149332461291237
48.61582503943889,9.806461743807015,0.006261332728921154
46.60043440395161,10.297177403525225,0.004348969251650514
47.29728913326136,8.758293094649188,0.0076663534637397834
46.013707617193006,4.934636674125543,-0.0008214715671694961
42.4511003367884,-1.4917756055431373,-0.01588553958000183
43.49818898567536,-5.824458363774323,-0.014408593068108266
43.88080614874471,-8.628899540197205,-0.008469239749531399
45.64788430246447,-2.1357220817297446,-0.0062164014099928
47.447970741282596,6.1987397949072935,0.0011198208286675726
52.88433629725125,31.078456211468662,0.024889404286389416
52.63827457168005,52.55449625895981,0.021925282636176213
51.12091212451896,64.61121935219212,0.01737572963792844
51.72673318540546,62.297012677804524,0.014998471719706252
